# OGLE EWS map.dat file for OGLE-2024-BLG-0321
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
 14726  455.34 2397.74 20.513  0.775 19.738   3   0 0.038   19   0 0.105
 14728  352.33 2399.65 20.650  0.732 19.918   3   0 0.073   18   1 0.220
 14731  411.60 2399.52 21.163  0.810 20.353   3   0 0.154   16   0 0.306
 14734  323.19 2403.53 99.999  9.999 19.151   0   0 9.999   18   1 0.195
 14736  109.15 2400.95 20.317  0.785 19.532   3   0 0.044   17   0 0.118
 14737  444.13 2400.50 21.422  1.129 20.293   3   0 0.249   18   0 0.221
 14739  166.26 2400.42 99.999  9.999 19.915   0   0 9.999   17   0 0.334
 14740  466.28 2401.22 20.923  0.847 20.076   3   0 0.110   19   0 0.114
 14744  282.02 2407.74 21.268  1.223 20.046   3   0 0.042   18   0 0.280
 14745  346.96 2406.84 99.999  9.999 19.270   0   0 9.999   19   0 0.294
 14754  258.52 2409.59 21.079  0.699 20.380   3   0 0.094   19   0 0.362
 14755  277.26 2410.73 99.999  9.999 20.297   0   0 9.999   18   0 0.425
 14756  325.32 2409.21 20.855  1.803 19.052   3   0 0.104   18   0 0.172
 14757  537.16 2409.54 21.336  0.950 20.386   3   0 0.087   18   0 0.112
 14761  345.73 2413.20 99.999  9.999 19.900   0   0 9.999   17   1 0.305
 14762  417.95 2413.67 20.512  0.910 19.602   3   0 0.157   18   0 0.109
 14764  287.29 2414.98 99.999  9.999 19.433   0   0 9.999   19   0 0.291
 14768  274.29 2416.20 99.999  9.999 19.543   0   0 9.999   17   0 0.362
 14769  331.41 2411.15 99.999  9.999 19.171   0   0 9.999   18   0 0.342
 14774  459.97 2415.40 22.229  1.517 20.712   3   0 0.460   19   0 0.238
 14775  193.94 2416.92 20.359  0.953 19.405   3   0 0.034   18   0 0.081
 14780  184.39 2419.64 20.959  0.864 20.095   3   0 0.069   18   0 0.130
 14781  492.34 2419.41 19.138 -0.421 19.559   3   0 0.009   19   0 0.137
 14786  317.60 2419.39 21.122  0.728 20.394   3   0 0.026   18   0 0.199
 14787  386.53 2419.51 99.999  9.999 20.583   0   0 9.999   19   0 0.288
 14788  533.00 2421.75 20.609  1.091 19.518   3   0 0.057   19   0 0.081
 14794   88.49 2424.64 21.196  1.273 19.923   3   0 0.060   15   0 0.316
 14797  108.05 2420.49 21.458  0.884 20.574   3   0 0.064   17   0 0.403
 14798  265.07 2425.60 20.423  0.696 19.727   3   0 0.086   19   0 0.192
 14799  423.62 2425.46 99.999  9.999 19.559   0   0 9.999   19   0 0.145
 14801  147.56 2422.59 99.999  9.999 19.575   0   0 9.999   16   1 0.165
 14802  221.65 2427.98 99.999  9.999 20.398   0   0 9.999   18   0 0.168
 14805  139.59 2422.79 99.999  9.999 19.778   0   0 9.999   17   0 0.575
 14806  185.74 2427.72 20.497  0.773 19.724   3   0 0.059   19   0 0.123
 14807  504.23 2427.84 21.615  1.487 20.128   3   0 0.057   19   0 0.141
 14810  252.26 2427.74 20.537  0.655 19.882   3   0 0.062   19   0 0.132
 14811  397.87 2427.39 21.751  1.204 20.547   3   0 0.056   18   0 0.212
 14817  147.18 2428.16 99.999  9.999 20.456   0   0 9.999   17   0 0.358
 14819  216.74 2430.09 21.261  0.686 20.575   3   0 0.085   19   0 0.195
 14822  222.95 2431.86 21.203  0.970 20.233   3   0 0.183   18   0 0.189
 14827  434.95 2436.64 20.134  0.833 19.301   3   0 0.113   19   0 0.159
 14828  536.29 2436.67 20.744  0.881 19.863   3   0 0.077   18   0 0.097
 14831  268.60 2438.10 20.379  0.776 19.603   3   0 0.040   18   0 0.127
 14832  276.86 2433.97 21.416  1.509 19.907   3   0 0.186   18   0 0.217
 14837  135.13 2440.65 99.999  9.999 20.482   0   0 9.999   17   0 0.249
 14838  356.05 2441.36 20.607  0.683 19.924   3   0 0.059   19   0 0.153
 14840  362.87 2443.77 20.123  0.784 19.339   3   0 0.020   19   0 0.076
 14848  287.18 2445.38 20.643  1.098 19.546   3   0 0.061   19   0 0.081
 14849  409.72 2444.52 99.999  9.999 20.598   0   0 9.999   18   0 0.305
 14852  490.70 2452.11 21.098  1.450 19.648   3   0 0.087   19   0 0.087
 14853  490.68 2446.72 20.751  0.719 20.032   3   0 0.105   18   0 0.113
 14857  521.28 2449.85 21.135  0.745 20.390   3   0 0.121   19   0 0.184
 14859  479.97 2449.43 99.999  9.999 20.474   0   0 9.999   18   0 0.172
 14862  312.77 2451.54 21.067  0.712 20.354   3   0 0.157   18   0 0.274
 14863  496.73 2452.30 99.999  9.999 19.965   0   0 9.999   19   0 0.142
 14865  103.73 2453.67 99.999  9.999 20.404   0   0 9.999   17   0 0.284
 14866  109.84 2452.95 99.999  9.999 20.310   0   0 9.999   17   0 0.186
 14867  359.06 2454.00 20.755  0.714 20.041   3   0 0.041   19   0 0.131
 14868  504.55 2453.37 20.578  0.782 19.796   3   0 0.101   19   0 0.117
 14869  201.08 2455.02 20.444  1.061 19.383   3   0 0.098   18   0 0.057
 14870  393.35 2454.74 99.999  9.999 19.720   0   0 9.999   17   1 0.052
 14871  511.38 2454.84 99.999  9.999 20.995   0   0 9.999   17   1 0.224
 14873  386.03 2453.84 21.721  0.832 20.889   3   0 0.076   17   0 0.248
 14874  411.90 2455.69 21.001  0.714 20.287   3   0 0.103   18   0 0.193
 14875  403.06 2457.99 21.020  0.921 20.099   3   0 0.023   16   1 0.108
 14877  322.60 2459.18 20.819  0.623 20.196   3   0 0.146   19   0 0.146
 14882  521.32 2464.12 21.000  0.908 20.092   3   0 0.053   19   0 0.119
 14883  222.60 2463.68 21.266  1.204 20.062   3   0 0.098   18   1 0.097
 14884  364.92 2461.37 21.522  1.123 20.399   3   0 0.156   19   0 0.153
 14887  391.81 2466.43 21.333  1.315 20.018   3   0 0.201   17   1 0.136
 14889  283.97 2467.00 21.111  0.805 20.306   3   0 0.124   19   0 0.183
 14893  116.42 2466.81 99.999  9.999 20.621   0   0 9.999   16   0 0.237
 14895  322.64 2467.44 20.912  0.761 20.150   3   0 0.040   17   0 0.164
 14901  291.38 2471.27 21.045  1.096 19.950   3   0 0.128   18   0 0.099
 14905  512.78 2472.32 99.999  9.999 21.249   0   0 9.999   18   0 0.466
 16914  247.91 2249.04 99.999  9.999 20.807   0   0 9.999   18   0 0.292
 16915  186.71 2249.17 21.819  1.267 20.552   3   0 0.132   19   0 0.222
 16916  475.64 2251.26 99.999  9.999 20.798   0   0 9.999   18   0 0.248
 16918  278.36 2252.22 21.067 -0.231 21.297   3   0 0.266   15   0 0.502
 16919  214.54 2254.57 21.844  1.176 20.668   3   0 0.310   16   1 0.216
 16923   89.71 2258.21 21.466  1.066 20.399   3   0 0.134   14   0 0.380
 16924  207.88 2257.41 99.999  9.999 20.630   0   0 9.999   18   0 0.220
 16925  348.12 2255.67 99.999  9.999 20.454   0   0 9.999   19   0 0.211
 16926  417.81 2258.59 99.999  9.999 20.562   0   0 9.999   18   1 0.191
 16931  413.54 2263.29 99.999  9.999 20.347   0   0 9.999   18   0 0.213
 16932  504.08 2263.26 21.840  1.447 20.393   3   0 0.222   19   0 0.161
 16933  234.28 2267.04 21.739  1.166 20.573   3   0 0.128   19   0 0.261
 16935  470.05 2267.18 99.999  9.999 20.930   0   0 9.999   18   0 0.281
 16937  418.23 2270.10 21.459  0.851 20.607   3   0 0.207   18   0 0.279
 16939  166.95 2273.02 99.999  9.999 21.164   0   0 9.999   16   0 0.215
 16940  203.74 2274.66 99.999  9.999 20.575   0   0 9.999   18   0 0.189
 16941  224.88 2272.87 21.272  0.847 20.425   3   0 0.088   19   0 0.201
 16943  252.89 2274.79 99.999  9.999 21.111   0   0 9.999   14   0 0.553
 16949  523.95 2280.87 21.825  1.218 20.608   3   0 0.238   18   1 0.130
 16952  129.54 2283.65 21.653  0.865 20.788   3   0 0.234   17   0 0.301
 16956  235.15 2290.07 99.999  9.999 20.666   0   0 9.999   17   1 0.215
 16960  312.60 2293.11 21.525  0.819 20.706   3   0 0.183   16   1 0.207
 16962  535.32 2296.41 99.999  9.999 20.879   0   0 9.999   19   0 0.315
 16964  184.76 2299.04 21.723  1.441 20.282   3   0 0.238   19   0 0.228
 16966  212.67 2299.85 99.999  9.999 20.759   0   0 9.999   19   0 0.235
 16968  161.58 2301.80 99.999  9.999 20.973   0   0 9.999   17   0 0.292
 16970  292.84 2309.40 99.999  9.999 20.709   0   0 9.999   17   0 0.246
 16971  476.88 2304.83 21.445  0.951 20.494   3   0 0.119   19   0 0.248
 16972  533.92 2305.00 21.733  1.060 20.673   3   0 0.156   19   0 0.235
 16974  392.40 2308.69 21.506  0.767 20.739   3   0 0.198   17   1 0.135
 16978  363.36 2314.64 99.999  9.999 20.629   0   0 9.999   18   0 0.190
 16983  413.48 2327.53 21.703  0.728 20.975   3   0 0.272   18   0 0.404
 16984  486.37 2332.05 99.999  9.999 20.644   0   0 9.999   17   0 0.226
 16989  155.92 2346.65 21.471  1.126 20.345   3   0 0.047   16   0 0.186
 16992  148.56 2351.47 21.266  0.885 20.380   3   0 0.006   17   0 0.146
 16997  180.64 2361.55 21.412  0.800 20.612   3   0 0.117   19   0 0.213
 16999  235.35 2363.13 21.782  0.939 20.843   3   0 0.143   17   0 0.226
 17002  383.02 2366.66 99.999  9.999 20.940   0   0 9.999   18   0 0.212
 17012  408.63 2378.82 99.999  9.999 21.224   0   0 9.999   16   0 0.418
 17014  333.71 2378.91 99.999  9.999 20.237   0   0 9.999   18   0 0.160
 17017  279.92 2382.77 21.951  1.223 20.728   3   0 0.116   18   1 0.212
 17018  290.55 2382.86 99.999  9.999 20.885   0   0 9.999   19   0 0.298
 17019  342.73 2384.56 21.360  1.121 20.240   3   0 0.204   15   0 0.236
 17025  392.28 2390.95 99.999  9.999 20.883   0   0 9.999   18   0 0.371
 17030  317.01 2393.78 99.999  9.999 20.657   0   0 9.999   16   0 0.472
 17031  349.14 2394.50 99.999  9.999 20.413   0   0 9.999   17   0 0.289
 17034  252.43 2398.54 99.999  9.999 21.075   0   0 9.999   16   0 0.261
 17038  355.13 2399.63 20.669  0.493 20.177   3   0 0.073   19   0 0.181
 17039  181.72 2401.25 21.858  1.388 20.470   3   0 0.202   17   0 0.166
 17041  317.24 2400.95 99.999  9.999 20.525   0   0 9.999   17   1 0.247
 17043  284.15 2404.08 99.999  9.999 20.559   0   0 9.999   18   0 0.288
 17044  531.50 2403.25 99.999  9.999 20.905   0   0 9.999   17   1 0.206
 17046  301.36 2407.40 21.103  0.886 20.217   3   0 0.162   17   1 0.171
 17049  323.32 2412.91 21.560  1.181 20.379   3   0 0.219   16   0 0.470
 17051  233.20 2414.19 99.999  9.999 20.613   0   0 9.999   18   0 0.188
 17053  199.23 2417.55 21.223  1.068 20.155   3   0 0.099   19   0 0.160
 17054  294.05 2416.66 99.999  9.999 20.504   0   0 9.999   18   0 0.266
 17061  166.34 2423.08 99.999  9.999 20.704   0   0 9.999   16   1 0.355
 17063  171.82 2423.31 99.999  9.999 20.798   0   0 9.999   19   0 0.299
 17064  220.86 2423.75 21.090  0.416 20.675   3   0 0.033   18   0 0.172
 17067  292.16 2431.08 99.999  9.999 20.114   0   0 9.999   19   0 0.377
 17068  354.99 2430.73 99.999  9.999 20.825   0   0 9.999   19   0 0.303
 17069  398.45 2432.30 99.999  9.999 20.944   0   0 9.999   17   1 0.233
 17071   87.20 2432.01 99.999  9.999 20.256   0   0 9.999   14   0 0.459
 17072  148.37 2432.75 99.999  9.999 20.416   0   0 9.999   16   0 0.195
 17074  524.53 2437.17 21.754  0.991 20.763   3   0 0.048   18   0 0.163
 17077  177.52 2437.67 99.999  9.999 20.632   0   0 9.999   18   0 0.273
 17078  284.33 2437.13 99.999  9.999 20.143   0   0 9.999   17   0 0.332
 17085  217.92 2450.05 21.540  1.145 20.395   3   0 0.076   17   1 0.164
 17090  178.22 2453.26 21.611  0.996 20.616   3   0 0.117   18   0 0.201
 17091  275.14 2456.52 99.999  9.999 21.329   0   0 9.999   15   0 0.368
 17092  461.82 2459.45 99.999  9.999 20.835   0   0 9.999   17   0 0.166
 17094   92.80 2465.08 99.999  9.999 20.753   0   0 9.999   16   0 0.267
 17095  242.86 2467.39 99.999  9.999 20.787   0   0 9.999   17   0 0.200
 17098  264.82 2471.97 21.709  1.256 20.452   3   0 0.128   19   0 0.278
 17820  499.25 2368.81 99.999  9.999 18.343   0   0 9.999   18   1 0.035
 17821  241.03 2420.06 99.999  9.999 20.273   0   0 9.999   18   1 0.096
