# OGLE EWS map.dat file for OGLE-2024-BLG-0321
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
 10032   97.38 2057.43 20.888  1.080 19.808   3   0 0.039   16   0 0.133
 10033  462.26 2055.45 99.999  9.999 20.845   0   0 9.999   17   0 0.200
 10035  130.70 2051.91 99.999  9.999 19.361   0   0 9.999   15   1 0.155
 10036  144.79 2055.94 99.999  9.999 20.337   0   0 9.999   14   0 0.411
 10037  320.64 2059.30 21.125  1.045 20.080   3   0 0.113   18   0 0.145
 10039  401.65 2059.06 20.928  0.818 20.110   3   0 0.046   18   1 0.113
 10040  490.67 2060.97 20.786  1.071 19.716   3   0 0.051   19   0 0.117
 10043  411.09 2060.75 21.300  1.539 19.761   3   0 0.152   19   0 0.102
 10047  261.29 2062.76 99.999  9.999 20.170   0   0 9.999   19   0 0.178
 10048  501.14 2060.59 20.281  0.333 19.948   3   0 0.007   18   1 0.138
 10053  531.34 2062.32 21.450  1.169 20.281   3   0 0.145   19   0 0.214
 10054  518.18 2062.82 99.999  9.999 20.203   0   0 9.999   18   1 0.117
 10057  201.42 2064.83 20.785  0.792 19.993   3   0 0.053   18   0 0.144
 10058  543.43 2066.42 20.355  0.928 19.428   3   0 0.055   19   0 0.089
 10060   98.34 2065.81 99.999  9.999 20.474   0   0 9.999   15   1 0.144
 10066  460.73 2072.93 99.999  9.999 19.678   0   0 9.999   18   0 0.081
 10069  248.37 2071.46 99.999  9.999 20.660   0   0 9.999   19   0 0.272
 10070  521.68 2070.85 21.543  1.115 20.428   3   0 0.083   17   1 0.188
 10072  278.80 2075.29 21.511  1.061 20.450   3   0 0.088   19   0 0.265
 10076  117.47 2076.66 20.795  0.666 20.128   3   0 0.023   16   1 0.127
 10078  206.04 2078.75 21.049  1.235 19.814   3   0 0.028   19   0 0.093
 10079  103.10 2081.10 20.374  0.875 19.499   3   0 0.025   17   0 0.090
 10080  153.58 2076.83 21.279  0.888 20.391   3   0 0.211   16   0 0.179
 10083  190.53 2079.39 21.211  1.026 20.185   3   0 0.232   17   1 0.152
 10084  391.07 2081.44 20.961  0.968 19.993   3   0 0.106   19   0 0.108
 10085  419.98 2081.44 99.999  9.999 20.269   0   0 9.999   17   0 0.208
 10093  273.50 2082.32 99.999  9.999 20.342   0   0 9.999   18   0 0.121
 10096  440.57 2087.55 20.336  0.673 19.663   3   0 0.080   19   0 0.162
 10097  431.43 2086.63 20.611  0.722 19.889   3   0 0.379   19   0 0.308
 10098  497.07 2087.49 20.645  0.898 19.747   3   0 0.042   19   0 0.101
 10102  121.01 2084.68 21.513  1.173 20.340   3   0 0.158   16   0 0.119
 10103  375.00 2086.70 21.335  1.211 20.125   3   0 0.112   18   1 0.124
 10104  201.55 2086.52 21.100  0.886 20.214   3   0 0.110   19   0 0.169
 10105  257.14 2086.54 21.705  1.368 20.337   3   0 0.064   18   0 0.220
 10106  332.02 2089.44 20.969  1.272 19.697   3   0 0.091   19   0 0.118
 10112  458.91 2091.85 20.505  0.789 19.716   3   0 0.082   18   0 0.123
 10115  324.24 2092.83 20.464  0.836 19.628   3   0 0.032   18   1 0.097
 10116  368.39 2089.31 99.999  9.999 20.641   0   0 9.999   19   0 0.246
 10122  331.27 2094.99 20.763  0.715 20.048   3   0 0.073   17   0 0.117
 10123  480.93 2096.31 21.073  1.363 19.710   3   0 0.048   17   1 0.085
 10126  146.02 2097.97 20.316  0.810 19.506   3   0 0.087   16   0 0.085
 10127  384.59 2098.03 20.487  0.806 19.681   3   0 0.038   18   1 0.098
 10132  319.08 2098.31 21.161  0.930 20.232   3   0 0.040   19   0 0.158
 10135  225.34 2102.16 20.888  1.306 19.582   3   0 0.063   19   0 0.082
 10136  348.71 2100.00 21.250  1.044 20.206   3   0 0.046   19   0 0.161
 10137  454.03 2102.07 99.999  9.999 20.316   0   0 9.999   18   0 0.115
 10138  495.85 2101.04 21.993  1.603 20.389   3   0 0.317   18   1 0.140
 10141  108.05 2102.41 20.632  0.860 19.772   3   0 0.082   17   0 0.151
 10144  162.35 2105.77 99.999  9.999 20.354   0   0 9.999   15   1 0.136
 10145  138.92 2109.59 21.349  1.318 20.031   3   0 0.112   16   0 0.126
 10149  514.58 2110.22 21.681  1.302 20.378   3   0 0.174   19   0 0.142
 10153  213.95 2112.26 99.999  9.999 20.502   0   0 9.999   19   0 0.220
 10154  356.88 2114.71 20.894  1.042 19.852   3   0 0.182   18   0 0.093
 10158  183.68 2114.03 21.108  0.954 20.155   3   0 0.076   19   0 0.160
 10160  321.87 2117.24 21.026  0.989 20.037   3   0 0.043   19   0 0.161
 10161  369.41 2117.72 20.879  0.974 19.906   3   0 0.054   18   1 0.064
 10162  545.37 2117.91 21.048  0.837 20.211   3   0 0.098   17   1 0.127
 10163  273.89 2118.04 99.999  9.999 20.623   0   0 9.999   19   0 0.258
 10164  345.54 2117.99 21.661  1.181 20.479   3   0 0.071   18   0 0.194
 10165  409.99 2119.95 20.262  0.764 19.497   3   0 0.068   19   0 0.095
 10166  443.54 2121.85 20.370  1.022 19.348   3   0 0.115   19   0 0.117
 10169  499.73 2117.91 99.999  9.999 20.600   0   0 9.999   18   0 0.141
 10171  308.50 2121.97 99.999  9.999 20.008   0   0 9.999   19   0 0.187
 10175  474.02 2122.03 20.899  1.076 19.823   3   0 0.024   19   0 0.103
 10177  170.52 2123.12 20.364  0.866 19.498   3   0 0.044   16   1 0.044
 10179  158.47 2125.26 20.376  0.654 19.722   3   0 0.028   17   0 0.130
 10180  248.11 2124.34 20.479  0.686 19.794   3   0 0.110   19   0 0.101
 10181  217.18 2124.70 20.973  1.116 19.858   3   0 0.071   18   0 0.110
 10183  211.24 2126.39 20.777  1.044 19.733   3   0 0.056   19   0 0.131
 10185  388.69 2127.81 21.036  1.120 19.916   3   0 0.067   19   0 0.096
 10187  437.44 2128.20 99.999  9.999 19.166   0   0 9.999   19   0 0.185
 10188  335.93 2131.50 20.203  0.810 19.393   3   0 0.022   19   0 0.064
 10197  341.29 2134.55 21.787  1.676 20.111   3   0 0.261   19   0 0.163
 10198  397.44 2135.60 20.585  0.901 19.684   3   0 0.030   19   0 0.122
 10199  217.26 2137.36 20.496  0.799 19.697   3   0 0.036   18   0 0.102
 10202  311.47 2138.39 20.872  1.024 19.848   3   0 0.162   19   0 0.177
 10207  157.99 2143.41 21.397  1.194 20.203   3   0 0.142   16   0 0.117
 10208  212.07 2143.22 20.772  0.896 19.876   3   0 0.068   19   0 0.091
 10216  383.65 2146.99 21.290  0.938 20.352   3   0 0.057   16   1 0.150
 10219  543.37 2149.87 20.689  1.019 19.670   3   0 0.065   16   2 0.075
 10221   95.26 2147.60 99.999  9.999 20.507   0   0 9.999   17   0 0.163
 10222  167.42 2149.33 21.318  1.358 19.961   3   0 0.126   16   1 0.090
 10228  259.12 2152.27 20.216  0.769 19.447   3   0 0.093   19   0 0.134
 10229  513.38 2152.84 20.219  0.923 19.296   3   0 0.039   17   1 0.060
 10231  216.71 2154.35 20.418  0.978 19.440   3   0 0.048   19   0 0.073
 10232  522.75 2154.12 99.999  9.999 19.939   0   0 9.999   18   1 0.130
 10234  428.34 2155.14 99.999  9.999 19.856   0   0 9.999   19   0 0.309
 10236  131.50 2155.31 21.302  1.323 19.979   3   0 0.083   16   1 0.083
 10237  156.58 2157.19 19.668  0.893 18.775   3   0 0.036   15   2 0.034
 10239  196.88 2159.03 20.518  0.613 19.905   3   0 0.079   19   0 0.092
 10240  267.02 2159.04 20.483  0.786 19.697   3   0 0.042   19   0 0.178
 10241  324.65 2159.06 21.681  2.023 19.658   3   0 0.139   19   0 0.107
 10242  498.24 2158.94 20.386  0.913 19.473   3   0 0.067   19   0 0.095
 10243  517.43 2158.19 21.537  1.870 19.667   3   0 0.140   17   1 0.055
 10244  408.18 2164.73 99.999  9.999 20.155   0   0 9.999   18   0 0.130
 10245  491.60 2158.33 19.771  0.624 19.147   3   0 0.036   19   0 0.072
 10249  112.04 2159.58 99.999  9.999 20.477   0   0 9.999   17   0 0.157
 10250  449.35 2160.47 20.333  0.670 19.663   3   0 0.010   18   0 0.103
 10252  288.87 2164.59 21.036  0.832 20.205   3   0 0.031   19   0 0.156
 10255  335.10 2162.63 20.777  0.907 19.871   3   0 0.043   18   0 0.099
 10256  531.02 2160.81 99.999  9.999 20.432   0   0 9.999   19   0 0.250
 10258  443.95 2163.65 21.353  1.214 20.140   3   0 0.044   19   0 0.171
 10260  364.47 2166.78 20.484  0.790 19.694   3   0 0.050   17   1 0.099
 10261  425.64 2166.08 20.836  1.059 19.778   3   0 0.253   18   0 0.250
 10263  371.03 2165.67 99.999  9.999 20.428   0   0 9.999   18   0 0.131
 10265  409.01 2171.38 99.999  9.999 20.019   0   0 9.999   19   0 0.151
 10266  341.96 2168.97 21.978  1.937 20.041   3   0 0.207   18   0 0.104
 10272  335.97 2169.02 21.256  0.859 20.397   3   0 0.067   19   0 0.125
 10273   98.16 2169.92 99.999  9.999 20.253   0   0 9.999   17   0 0.169
 10276  260.37 2171.53 99.999  9.999 20.068   0   0 9.999   19   0 0.178
 10277  528.91 2170.10 21.711  1.192 20.519   3   0 0.066   18   1 0.206
 10279  470.32 2174.23 21.123  1.237 19.886   3   0 0.096   19   0 0.102
 10281  133.35 2173.73 22.000  1.314 20.686   3   0 0.246   16   1 0.119
 10287  141.56 2179.81 20.478  0.996 19.482   3   0 0.127   17   0 0.060
 10288  177.20 2176.90 21.317  0.986 20.332   3   0 0.138   19   0 0.158
 10289  366.74 2178.64 21.775  2.083 19.692   3   0 0.180   19   0 0.113
 10291  265.79 2178.54 99.999  9.999 20.557   0   0 9.999   19   0 0.326
 10292  463.53 2178.97 20.791  0.907 19.883   3   0 0.080   19   0 0.133
 10298  245.96 2185.56 20.897  1.006 19.891   3   0 0.137   19   0 0.187
 10299  332.42 2182.42 99.999  9.999 20.560   0   0 9.999   17   0 0.243
 10302  130.42 2184.27 99.999  9.999 20.036   0   0 9.999   17   0 0.132
 10303  156.74 2183.76 21.379  1.206 20.172   3   0 0.068   17   0 0.147
 10304  362.88 2185.42 99.999  9.999 20.255   0   0 9.999   16   1 0.090
 10309  215.34 2188.43 20.236  0.715 19.520   3   0 0.018   19   0 0.127
 10312  438.75 2189.00 20.870  0.833 20.037   3   0 0.053   19   0 0.150
 10313  323.73 2191.03 21.145  1.540 19.605   3   0 0.091   19   0 0.091
 10314  149.16 2193.21 20.563  0.859 19.704   3   0 0.117   17   0 0.153
 10315  221.35 2193.57 21.090  1.397 19.692   3   0 0.040   18   0 0.097
 10320   99.95 2194.39 20.912  0.903 20.009   3   0 0.051   17   0 0.186
 10321  513.54 2193.09 21.861  1.354 20.507   3   0 0.231   16   1 0.109
 10331  143.31 2194.68 21.841  1.388 20.453   3   0 0.076   17   0 0.120
 10332  289.60 2197.81 99.999  9.999 20.120   0   0 9.999   19   0 0.180
 10334  328.43 2199.05 21.246  1.354 19.892   3   0 0.053   18   0 0.162
 10335  432.38 2198.81 99.999  9.999 19.039   0   0 9.999   19   0 0.202
 10336  303.44 2200.93 21.044  1.185 19.858   3   0 0.043   19   0 0.175
 10337  439.60 2200.89 99.999  9.999 20.214   0   0 9.999   18   0 0.198
 10338  187.12 2200.86 21.492  1.460 20.033   3   0 0.076   18   0 0.117
 10342  524.68 2203.16 20.552  1.046 19.505   3   0 0.086   18   0 0.068
 10347  273.47 2206.16 20.920  0.824 20.097   3   0 0.149   18   0 0.188
 10348  324.59 2206.82 20.206  0.573 19.632   3   0 0.017   19   0 0.130
 10358  378.28 2210.07 20.910  0.869 20.042   3   0 0.071   19   0 0.118
 10361  173.06 2213.51 20.215  0.799 19.416   3   0 0.058   19   0 0.095
 10364  276.17 2212.91 20.818  1.103 19.714   3   0 0.183   19   0 0.125
 10365  426.96 2213.54 20.414  0.809 19.605   3   0 0.318   19   0 0.248
 10366  463.43 2213.93 21.129  1.180 19.949   3   0 0.091   18   0 0.152
 10367   97.80 2213.30 20.886  1.015 19.870   3   0 0.102   16   0 0.098
 10368  512.35 2212.74 20.383  0.533 19.850   3   0 0.064   18   0 0.108
 10370  322.30 2213.98 99.999  9.999 20.391   0   0 9.999   19   0 0.197
 10372  124.23 2217.21 21.246  1.423 19.824   3   0 0.103   17   0 0.107
 10373  204.41 2217.81 20.513  0.808 19.706   3   0 0.029   17   1 0.079
 10374  537.89 2213.63 21.440  0.960 20.480   3   0 0.135   17   0 0.182
 10378  198.18 2215.43 21.128  0.883 20.245   3   0 0.016   17   1 0.125
 10381  286.80 2215.84 99.999  9.999 20.499   0   0 9.999   19   0 0.187
 10383  168.29 2216.50 20.834  1.005 19.829   3   0 0.101   16   1 0.091
 10384  501.58 2219.62 21.061  1.159 19.902   3   0 0.106   18   0 0.140
 10387  131.07 2219.77 21.605  1.464 20.141   3   0 0.273   16   1 0.116
 10389  221.49 2220.28 22.059  1.696 20.362   3   0 0.536   18   0 0.192
 10390  512.01 2223.43 20.823  0.979 19.844   3   0 0.076   19   0 0.122
 10391  526.18 2220.11 99.999  9.999 20.154   0   0 9.999   18   0 0.128
 10394  350.01 2229.22 15.739 -1.120 16.859   3   0 0.004   19   0 0.052
 10401  140.99 2226.10 20.634  0.656 19.978   3   0 0.009   16   0 0.152
 10402  502.02 2226.16 99.999  9.999 19.948   0   0 9.999   18   0 0.221
 10406  201.82 2225.55 21.434  0.905 20.529   3   0 0.127   19   0 0.167
 10407  358.87 2227.50 20.979  1.145 19.834   3   0 0.188   19   0 0.127
 10413  254.30 2230.68 21.688  1.576 20.112   3   0 0.187   18   0 0.172
 10419  165.18 2233.02 20.895  0.850 20.044   3   0 0.074   16   1 0.118
 10420  231.99 2233.63 21.268  1.213 20.055   3   0 0.066   18   1 0.149
 10421  240.16 2233.68 21.103  0.987 20.116   3   0 0.113   18   1 0.110
 10422  322.27 2234.74 20.857  0.847 20.010   3   0 0.097   18   0 0.144
 10426  275.77 2238.44 20.970  0.920 20.050   3   0 0.039   19   0 0.128
 10427  406.62 2238.77 20.844  0.933 19.910   3   0 0.098   18   0 0.175
 10428  430.40 2237.94 20.600  0.945 19.654   3   0 0.397   19   0 0.283
 10430  247.54 2243.61 99.999  9.999 20.242   0   0 9.999   19   0 0.136
 10434  336.81 2236.91 21.297  0.966 20.331   3   0 0.045   16   1 0.187
 10438  516.59 2241.20 21.135  1.153 19.982   3   0 0.037   18   1 0.137
 10439  135.58 2242.43 21.690  1.826 19.864   3   0 0.018   15   1 0.071
 10440  157.54 2241.83 21.504  1.066 20.438   3   0 0.175   17   0 0.185
 10441  313.22 2244.71 19.975  0.675 19.300   3   0 0.034   18   1 0.073
 10444  426.96 2245.04 20.516  1.156 19.360   3   0 0.368   19   0 0.227
 10447  254.51 2246.66 21.100  1.710 19.390   3   0 0.201   17   1 0.119
 10450  224.80 2245.56 21.878  1.540 20.338   3   0 0.033   18   1 0.153
 10455  154.74 2247.67 21.975  1.596 20.379   3   0 0.391   16   1 0.107
 10457  470.66 2132.37 19.111 -0.045 19.156   3   0 0.012   18   1 0.050
 10463  379.16 2117.53 21.503  1.184 20.320   3   0 0.050   19   0 0.163
 10464  296.64 2177.19 99.999  9.999 20.204   0   0 9.999   19   0 0.151
 10465  431.09 2230.81 20.183  0.591 19.591   3   0 0.198   19   0 0.216
 10466  514.06 2236.18 19.768  0.683 19.085   3   0 0.100   19   0 0.117
 10488  169.33 2211.36 21.352  0.997 20.355   3   0 0.102   17   0 0.138
 11178  150.29 2025.27 99.999  9.999 20.322   0   0 9.999   17   0 0.386
 11179  155.94 2025.32 99.999  9.999 20.198   0   0 9.999   17   0 0.249
 11181  127.02 2026.54 21.721  1.541 20.180   3   0 0.081   16   0 0.257
 11184  400.71 2030.26 21.528  0.972 20.556   3   0 0.196   18   0 0.206
 11186  321.07 2031.69 21.642  0.989 20.653   3   0 0.119   18   0 0.290
 11187  485.56 2031.04 99.999  9.999 20.770   0   0 9.999   19   0 0.318
 11191  189.45 2039.00 21.213  0.821 20.393   3   0 0.183   18   0 0.189
 11192  526.21 2038.36 21.862  1.306 20.556   3   0 0.127   19   0 0.311
 11195  217.87 2041.26 99.999  9.999 20.860   0   0 9.999   18   0 0.224
 11197  369.53 2045.22 99.999  9.999 20.696   0   0 9.999   18   0 0.294
 11204  157.46 2048.71 99.999  9.999 20.074   0   0 9.999   17   0 0.313
 11205  367.42 2054.62 99.999  9.999 20.468   0   0 9.999   18   0 0.216
 11209  258.30 2057.88 99.999  9.999 20.434   0   0 9.999   19   0 0.288
 11210  127.68 2055.81 99.999  9.999 20.492   0   0 9.999   15   0 0.320
 11211  137.03 2050.26 99.999  9.999 18.735   0   0 9.999   16   0 0.298
 11212  134.24 2056.82 99.999  9.999 20.508   0   0 9.999   13   0 0.335
 11213  217.24 2059.18 99.999  9.999 20.674   0   0 9.999   15   2 0.140
 11220  431.73 2071.77 99.999  9.999 20.507   0   0 9.999   19   0 0.488
 11226   93.81 2080.32 99.999  9.999 21.046   0   0 9.999   16   0 0.345
 11227  223.95 2082.74 21.298  0.816 20.482   3   0 0.160   19   0 0.174
 11235  529.88 2094.17 99.999  9.999 20.621   0   0 9.999   17   1 0.205
 11236  255.34 2094.21 99.999  9.999 20.898   0   0 9.999   16   0 0.342
 11238  278.79 2097.56 21.905  1.257 20.648   3   0 0.407   18   0 0.192
 11242  395.61 2103.28 22.146  1.239 20.908   3   0 0.151   18   0 0.339
 11243  468.20 2107.55 21.214  0.788 20.426   3   0 0.062   18   0 0.191
 11244  485.93 2108.58 21.201  0.661 20.540   3   0 0.136   18   1 0.154
 11245  453.71 2110.78 99.999  9.999 20.724   0   0 9.999   17   0 0.268
 11248  404.39 2109.59 99.999  9.999 21.335   0   0 9.999   15   0 0.396
 11250  445.60 2116.25 99.999  9.999 20.377   0   0 9.999   19   0 0.222
 11252  221.03 2119.03 21.717  1.066 20.651   3   0 0.599   18   0 0.176
 11253  506.70 2123.17 21.684  1.411 20.273   3   0 0.203   17   1 0.113
 11255  262.55 2123.61 99.999  9.999 20.517   0   0 9.999   18   0 0.335
 11256  404.70 2124.98 21.556  1.124 20.431   3   0 0.075   17   1 0.152
 11260  127.21 2127.94 99.999  9.999 20.911   0   0 9.999   16   0 0.258
 11262  480.30 2132.90 21.558  0.825 20.733   3   0 0.126   16   1 0.175
 11265  100.19 2141.45 99.999  9.999 20.556   0   0 9.999   17   0 0.241
 11275  276.16 2149.75 21.427  0.789 20.638   3   0 0.275   19   0 0.233
 11277  140.09 2154.07 21.651  0.908 20.743   3   0 0.024   17   0 0.297
 11278  500.20 2152.57 99.999  9.999 20.906   0   0 9.999   18   0 0.285
 11281  406.41 2157.95 21.970  1.456 20.515   3   0 0.256   18   0 0.192
 11284  100.68 2160.33 99.999  9.999 21.216   0   0 9.999   15   0 0.396
 11287  537.39 2167.71 21.667  1.126 20.542   3   0 0.132   17   0 0.204
 11288  157.82 2166.35 21.865  0.923 20.942   3   0 0.243   17   0 0.450
 11290  325.66 2170.07 21.182  0.808 20.374   3   0 0.065   19   0 0.217
 11291  424.71 2171.51 21.095  0.696 20.398   3   0 0.485   16   0 0.341
 11299  511.03 2177.55 99.999  9.999 20.707   0   0 9.999   16   2 0.096
 11303  434.98 2181.89 99.999  9.999 20.309   0   0 9.999   19   0 0.327
 11304  527.95 2180.53 99.999  9.999 20.953   0   0 9.999   18   0 0.245
 11306  215.11 2181.08 99.999  9.999 21.280   0   0 9.999   13   1 0.417
 11309   94.80 2191.23 21.548  0.730 20.818   3   0 0.266   17   0 0.349
 11310  283.78 2194.20 99.999  9.999 21.007   0   0 9.999   18   0 0.298
 11312  454.36 2197.67 21.937  1.529 20.407   3   0 0.124   17   0 0.181
 11314  532.53 2199.27 99.999  9.999 20.635   0   0 9.999   18   0 0.212
 11315  293.84 2199.58 99.999  9.999 20.873   0   0 9.999   19   0 0.403
 11316  388.20 2200.53 21.738  1.334 20.404   3   0 0.249   18   1 0.190
 11323  458.76 2208.97 99.999  9.999 20.629   0   0 9.999   19   0 0.221
 11324  152.67 2211.93 21.465  0.957 20.508   3   0 0.132   17   0 0.149
 11325  144.79 2217.51 99.999  9.999 21.297   0   0 9.999   15   1 0.275
 11326  351.42 2220.75 21.818  1.282 20.536   3   0 0.224   19   0 0.288
 11327  379.32 2218.79 21.829  1.491 20.338   3   0 0.088   19   0 0.189
 11331  156.32 2224.28 99.999  9.999 20.722   0   0 9.999   14   1 0.142
 11332  428.03 2225.38 21.176  0.942 20.234   3   0 0.530   19   0 0.412
 11335  358.49 2233.87 99.999  9.999 20.506   0   0 9.999   19   0 0.232
 11338  419.39 2237.68 21.823  1.228 20.595   3   0 0.395   18   0 0.335
 11339  439.36 2237.27 99.999  9.999 20.625   0   0 9.999   18   0 0.308
 11340  248.43 2238.99 20.672  0.672 20.000   3   0 0.033   19   0 0.121
 11341  231.88 2245.54 21.329  0.970 20.359   3   0 0.151   19   0 0.187
 11342  259.96 2245.86 99.999  9.999 19.970   0   0 9.999   16   0 0.302
 11350  140.37 2129.02 19.869  0.908 18.961   3   0 0.069   16   1 0.069
 11354  262.25 2154.00 99.999  9.999 20.125   0   0 9.999   18   1 0.188
 11355  262.22 2261.27 14.147  1.329 12.817   3   0 0.000   18   1 0.012
 11357  333.92 2400.79 12.996  0.584 12.412   3   0 0.007   18   1 0.029
 11359  281.41 2423.25 14.241  1.234 13.007   3   0 0.036   19   0 0.016
 11385  110.42 2275.18 15.341  1.279 14.062   3   0 0.008   16   1 0.007
 11386  295.59 2319.26 14.991  0.544 14.447   3   0 0.001   18   1 0.008
 11388  367.24 2334.49 15.085  0.607 14.478   3   0 0.003   19   0 0.010
 11421  383.85 2249.40 15.936  0.593 15.342   3   0 0.001   18   1 0.011
 11422  237.02 2278.77 16.104  1.065 15.040   3   0 0.002   18   1 0.010
 11423  440.69 2295.22 16.819  1.321 15.498   3   0 0.008   18   1 0.009
 11426  330.38 2299.45 16.445  0.695 15.750   3   0 0.001   18   1 0.012
 11427  247.05 2312.02 16.720  1.083 15.637   3   0 0.005   18   1 0.010
 11428  174.25 2326.60 16.214  1.232 14.982   3   0 0.004   18   1 0.010
 11430  181.94 2334.46 16.559  1.071 15.488   3   0 0.006   18   1 0.012
 11431  221.65 2344.20 16.473  0.724 15.749   3   0 0.005   18   1 0.013
 11433  368.90 2354.02 15.534  0.551 14.983   3   0 0.002   18   1 0.008
 11435  409.33 2413.40 16.389  1.445 14.944   3   0 0.005   18   1 0.006
 11436  336.99 2417.37 15.956  0.812 15.144   3   0 0.062   19   0 0.184
 11444  503.23 2472.05 16.795  1.279 15.516   3   0 0.007   18   1 0.009
 11515  327.52 2253.02 17.223  1.131 16.093   3   0 0.003   18   1 0.012
 11516  435.15 2255.13 16.633  0.657 15.976   3   0 0.003   19   0 0.022
 11517  217.36 2268.46 16.886  1.021 15.865   3   0 0.007   18   1 0.011
 11523  284.93 2319.16 16.527  0.736 15.791   3   0 0.004   18   1 0.010
 11528  287.07 2366.40 16.757  0.851 15.906   3   0 0.002   18   1 0.015
 11529  140.95 2366.26 18.272  1.695 16.577   3   0 0.019   16   1 0.018
 11530  277.26 2369.04 17.520  1.029 16.491   3   0 0.004   18   1 0.016
 11532  411.11 2391.38 16.857  0.835 16.022   3   0 0.054   19   0 0.063
 11533  433.46 2396.65 16.935  0.743 16.193   3   0 0.017   18   1 0.019
 11534  491.53 2408.14 17.207  0.968 16.238   3   0 0.010   18   1 0.014
 11536  457.53 2424.98 17.532  0.940 16.592   3   0 0.016   18   1 0.014
 11539  451.87 2456.36 16.642  0.678 15.963   3   0 0.004   18   1 0.008
 11542  377.13 2469.68 17.662  1.005 16.657   3   0 0.006   18   1 0.011
 11634  267.39 2248.16 17.840  0.881 16.958   3   0 0.018   19   0 0.030
 11635  186.85 2258.51 17.222  0.542 16.679   3   0 0.037   18   1 0.016
 11636  540.92 2258.65 17.722  0.737 16.985   3   0 0.004   19   0 0.028
 11637  472.64 2258.24 19.672  2.006 17.666   3   0 0.024   18   1 0.025
 11638  278.34 2260.83 18.471  1.019 17.452   3   0 0.008   19   0 0.048
 11639  334.22 2263.42 17.889  0.708 17.181   3   0 0.004   19   0 0.039
 11641  208.77 2267.47 17.838  0.986 16.852   3   0 0.003   19   0 0.025
 11645  451.00 2279.04 17.471  0.353 17.118   3   0 0.010   18   1 0.022
 11646   91.46 2280.65 17.980  0.765 17.216   3   0 0.004   15   1 0.020
 11648  244.33 2293.41 18.076  0.812 17.264   3   0 0.012   18   1 0.017
 11649  471.83 2295.56 17.716  0.666 17.050   3   0 0.011   18   1 0.022
 11650  315.68 2305.82 18.798  1.554 17.244   3   0 0.024   19   0 0.028
 11652   91.11 2317.52 17.688  0.796 16.892   3   0 0.011   15   1 0.018
 11654  541.74 2329.44 17.691  0.891 16.800   3   0 0.011   19   0 0.023
 11657  364.59 2344.08 18.112  0.683 17.430   3   0 0.012   18   1 0.027
 11658  534.26 2350.87 18.158  1.179 16.978   3   0 0.009   18   1 0.019
 11668  445.48 2379.08 18.241  0.827 17.414   3   0 0.005   18   1 0.023
 11669  197.62 2385.21 18.158  0.951 17.207   3   0 0.009   18   1 0.019
 11670  321.23 2389.32 18.022  0.804 17.219   3   0 0.030   17   2 0.015
 11671  532.78 2390.74 18.468  0.972 17.496   3   0 0.020   18   1 0.028
 11672  287.97 2393.04 18.190  0.937 17.253   3   0 0.013   18   1 0.017
 11673  276.82 2397.82 17.936  0.933 17.002   3   0 0.014   18   1 0.023
 11676  494.79 2417.41 19.211  1.850 17.361   3   0 0.005   19   0 0.023
 11677  289.55 2425.11 18.250  1.074 17.176   3   0 0.075   19   0 0.063
 11679  329.74 2439.90 17.600  0.810 16.791   3   0 0.009   18   1 0.018
 11681  260.46 2440.54 17.364  0.383 16.981   3   0 0.007   18   1 0.021
 11684  339.74 2446.54 17.747  0.797 16.951   3   0 0.009   19   0 0.025
 11685  316.83 2448.50 18.230  0.738 17.492   3   0 0.010   18   1 0.026
 11686  138.10 2452.12 18.158  0.965 17.193   3   0 0.008   16   1 0.027
 11687  116.97 2457.29 17.848  0.986 16.863   3   0 0.007   16   1 0.018
 11690  271.69 2466.71 17.735  0.823 16.911   3   0 0.007   18   1 0.020
 11691  254.59 2467.47 18.188  1.028 17.160   3   0 0.008   18   1 0.021
 11917  438.38 2396.13 18.604  0.860 17.744   3   0 0.016   19   0 0.033
 11918  538.61 2261.84 18.725  0.923 17.802   3   0 0.024   19   0 0.029
 11920  468.83 2292.02 18.712  0.783 17.929   3   0 0.018   19   0 0.040
 11945  433.29 2251.05 18.711  0.895 17.816   3   0 0.116   19   0 0.075
 11947  508.56 2252.25 18.574  0.665 17.910   3   0 0.005   18   1 0.026
 11949  138.02 2257.03 18.756  0.867 17.889   3   0 0.020   17   0 0.039
 11951  293.68 2257.17 19.098  0.791 18.307   3   0 0.009   19   0 0.035
 11952  404.95 2256.08 19.335  0.625 18.710   3   0 0.037   19   0 0.064
 11953  372.02 2259.06 18.927  0.815 18.111   3   0 0.014   18   1 0.040
 11956  177.42 2268.23 19.760  1.691 18.068   3   0 0.022   19   0 0.052
 11957  409.17 2271.25 18.595  0.856 17.739   3   0 0.019   18   1 0.022
 11960  530.61 2271.97 19.228  0.719 18.509   3   0 0.025   19   0 0.047
 11961  523.74 2275.12 19.007  0.905 18.102   3   0 0.023   19   0 0.030
 11962  119.62 2279.10 19.776  1.913 17.862   3   0 0.051   16   1 0.018
 11963  483.02 2279.07 18.735  0.752 17.982   3   0 0.006   19   0 0.041
 11965  320.75 2279.59 19.986  1.587 18.398   3   0 0.054   19   0 0.048
 11967  409.47 2282.26 18.938  0.790 18.148   3   0 0.020   19   0 0.052
