# OGLE EWS map.dat file for OGLE-2024-GD-0001
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
 35221 1261.47 2877.07 18.844  1.359 17.485   4   0 0.048   90   0 0.034 1405.64 2911.66
 35227 1443.45 2882.12 18.946  1.687 17.259   4   0 0.121   89   1 0.029 1587.46 2916.80
 36482 1556.91 2533.64 20.392  1.269 19.122   3   0 0.229   90   0 0.153 1699.23 2568.04
 36489 1433.66 2689.73 19.563  1.383 18.180   4   0 0.063   90   0 0.065 1577.62 2724.42
 36894 1525.38 2451.35 19.631  1.207 18.423   4   0 0.172   87   2 0.073 1669.06 2485.41
 36897 1381.96 2451.84 20.649  1.825 18.824   4   0 0.322   89   0 0.113 1525.69 2486.49
 36898 1363.81 2453.66 20.166  1.793 18.373   4   0 0.112   89   0 0.065 1507.48 2488.30
 36899 1632.48 2453.38 20.091  1.292 18.799   4   0 0.191   87   1 0.110 1775.23 2487.87
 36903 1304.84 2454.54 20.404  1.857 18.547   4   0 0.067   89   0 0.084 1448.73 2489.06
 36912 1526.46 2459.07 20.078  1.614 18.465   2   0 0.053   89   0 0.078 1670.12 2493.55
 36917 1646.14 2461.78 20.597  1.880 18.718   4   0 0.228   89   0 0.106 1789.84 2496.90
 36921 1361.40 2463.70 20.108  1.452 18.656   4   0 0.226   90   0 0.110 1505.35 2498.73
 36928 1382.85 2467.59 20.109  1.290 18.818   4   0 0.394   89   0 0.103 1526.13 2502.68
 36932 1560.03 2471.55 19.793  1.519 18.274   4   0 0.142   90   0 0.070 1703.81 2505.98
 36936 1374.62 2473.01 20.022  1.507 18.515   4   0 0.222   89   0 0.086 1518.66 2507.04
 36942 1510.97 2475.15 20.585  1.669 18.916   4   0 0.485   89   0 0.139 1654.19 2510.60
 36943 1629.16 2475.39 20.044  1.476 18.568   4   0 0.153   88   1 0.065 1772.69 2510.20
 36957 1515.72 2480.43 20.232  1.625 18.607   3   0 0.193   90   0 0.085 1660.09 2514.85
 36962 1662.81 2483.76 19.698  1.753 17.945   4   0 0.240   89   0 0.058 1806.29 2518.66
 36968 1325.54 2487.53 99.999  9.999 17.645   0   0 9.999   69   0 0.578 1806.29 2518.66
 36972 1614.46 2487.18 20.014  1.146 18.868   4   0 0.141   90   0 0.122 1758.80 2522.26
 36981 1333.01 2492.54 99.999  9.999 18.529   0   0 9.999   76   0 0.476 1195.08 2525.80
 36993 1332.76 2496.22 99.999  9.999 18.261   0   0 9.999   78   0 0.418  189.17 2531.85
 36998 1327.74 2499.99 99.999  9.999 18.153   0   0 9.999   79   0 0.480  811.26 2536.59
 36999 1655.78 2500.59 20.186  1.800 18.386   4   0 0.387   90   0 0.098 1799.59 2535.08
 37004 1245.02 2502.48 19.670  1.769 17.901   4   0 0.158   90   0 0.047 1389.17 2537.35
 37009 1492.80 2503.35 99.999  9.999 18.677   0   0 9.999   89   0 0.115  996.35 2540.07
 37010 1668.56 2504.04 20.025  1.654 18.371   4   0 0.114   89   0 0.086 1812.07 2538.64
 37021 1430.36 2511.85 99.999  9.999 18.725   0   0 9.999   90   0 0.200 1151.24 2547.27
 37022 1466.05 2512.15 20.117  1.416 18.701   4   0 0.172   89   0 0.114 1610.21 2546.73
 37024 1510.34 2514.21 19.882  1.566 18.317   4   0 0.164   89   0 0.079 1654.12 2549.20
 37049 1349.16 2532.98 19.873  1.389 18.484   4   0 0.111   90   0 0.070 1493.78 2567.42
 37060 1390.11 2543.35 20.357  1.548 18.809   4   0 0.322   90   0 0.108 1533.84 2578.17
 37062 1257.45 2544.44 20.285  1.551 18.734   4   0 0.290   89   0 0.126 1401.36 2578.95
 37063 1673.34 2544.81 20.302  2.269 18.033   4   0 0.306   88   1 0.182 1817.21 2580.53
 37065 1661.39 2545.46 99.999  9.999 18.798   0   0 9.999   89   0 0.147  522.43 2579.71
 37067 1250.92 2547.44 20.447  2.183 18.264   4   0 0.281   90   0 0.072 1395.25 2582.19
 37072 1382.48 2550.41 19.993  1.379 18.614   3   0 0.123   89   0 0.096 1525.75 2585.27
 37075 1639.21 2555.98 20.065  1.316 18.749   4   0 0.053   89   0 0.123 1782.34 2590.42
 37079 1661.86 2558.59 20.326  1.830 18.497   4   0 0.106   90   0 0.099 1805.96 2593.25
 37090 1676.48 2566.93 20.854  2.133 18.721   4   0 0.248   89   0 0.097 1820.73 2600.97
 37094 1316.48 2567.01 99.999  9.999 18.502   0   0 9.999   82   0 0.329 1014.30 2604.05
 37096 1640.16 2570.41 19.763  1.511 18.252   4   0 0.171   90   0 0.084 1784.14 2605.06
 37099 1328.26 2572.82 99.999  9.999 18.267   0   0 9.999   85   0 0.291  900.48 2606.45
 37107 1619.73 2575.38 19.233  1.095 18.139   4   0 0.085   90   0 0.066 1764.36 2610.23
 37108 1647.61 2575.59 99.999  9.999 17.941   0   0 9.999   90   0 0.060 1764.36 2610.23
 37115 1326.73 2577.80 99.999  9.999 17.855   0   0 9.999   84   0 0.287  899.08 2611.80
 37116 1625.89 2580.01 99.999  9.999 19.183   0   0 9.999   90   0 0.175  899.08 2611.80
 37130 1237.40 2585.14 20.187  1.472 18.715   4   0 0.139   89   0 0.112 1381.68 2619.78
 37131 1572.92 2586.50 18.852  0.078 18.774   4   0 0.191   86   0 0.352 1716.26 2620.43
 37140 1497.06 2588.07 20.369  1.575 18.794   2   0 0.186   89   0 0.113 1641.14 2622.74
 37145 1261.16 2590.11 19.833  1.713 18.120   4   0 0.060   89   0 0.059 1404.93 2624.92
 37146 1537.89 2590.81 20.243  1.973 18.270   4   0 0.289   89   0 0.075 1681.17 2624.90
 37152 1572.10 2593.17 18.227 -0.296 18.522   4   0 0.190   86   0 0.284 1715.94 2626.08
 37155 1431.02 2594.85 19.892  1.273 18.619   4   0 0.069   90   0 0.113 1575.29 2629.84
 37156 1679.57 2595.75 20.323  1.856 18.467   4   0 0.332   90   0 0.071 1823.18 2630.12
 37157 1249.47 2596.54 20.421  1.742 18.679   4   0 0.266   89   0 0.101 1392.97 2631.47
 37162 1271.70 2601.02 20.370  1.789 18.581   4   0 0.251   90   0 0.090 1416.01 2635.99
 37174 1425.65 2609.87 20.015  1.665 18.349   4   0 0.359   90   0 0.076 1569.29 2644.89
 37176 1606.93 2610.93 20.266  1.597 18.668   4   0 0.277   90   0 0.091 1750.10 2645.78
 37178 1373.93 2612.56 19.705  1.774 17.931   4   0 0.050   89   0 0.051 1517.93 2647.49
 37184 1278.16 2618.17 19.901  1.458 18.444   4   0 0.132   88   1 0.081 1421.90 2653.09
 37185 1429.02 2617.92 19.328  1.357 17.970   4   0 0.061   90   0 0.053 1573.03 2652.64
 37190 1243.07 2620.14 20.127  1.527 18.600   4   0 0.180   88   1 0.092 1386.83 2655.04
 37191 1448.51 2619.63 99.999  9.999 18.829   0   0 9.999   90   0 0.115 1386.83 2655.04
 37201 1534.18 2626.06 20.515  1.855 18.660   4   0 0.442   89   0 0.104 1678.53 2660.21
 37203 1291.90 2628.08 20.012  1.292 18.720   4   0 0.208   90   0 0.094 1435.31 2661.65
 37210 1270.93 2633.52 19.519  1.490 18.030   4   0 0.144   90   0 0.054 1414.72 2668.53
 37219 1341.88 2637.17 20.648  2.152 18.495   4   0 0.467   89   0 0.095 1485.92 2672.01
 37220 1581.12 2636.98 19.954  1.491 18.464   4   0 0.098   90   0 0.077 1724.90 2671.29
 37222 1293.93 2639.26 20.181  1.666 18.515   4   0 0.070   89   0 0.087 1437.85 2673.98
 37223 1448.11 2638.11 20.431  1.681 18.750   4   0 0.145   90   0 0.106 1591.94 2672.86
 37227 1309.02 2639.80 19.838  1.727 18.111   4   0 0.067   90   0 0.092 1454.23 2675.69
 37228 1326.69 2640.64 19.797  1.582 18.215   4   0 0.206   90   0 0.071 1470.15 2675.48
 37229 1336.15 2640.78 19.576  1.348 18.229   4   0 0.115   89   0 0.066 1480.79 2676.08
 37235 1529.67 2643.49 20.189  1.715 18.474   4   0 0.071   90   0 0.095 1673.34 2678.62
 37236 1536.92 2643.65 19.723  1.414 18.309   4   0 0.116   89   0 0.089 1680.77 2679.09
 37239 1263.79 2645.60 20.240  1.425 18.815   4   0 0.320   89   0 0.129 1407.74 2679.80
 37241 1310.30 2646.20 20.279  1.681 18.598   4   0 0.315   89   0 0.100 1453.98 2680.95
 37248 1408.84 2654.83 20.444  1.740 18.705   4   0 0.069   90   0 0.102 1552.48 2688.77
 37253 1666.28 2659.95 20.289  1.831 18.459   4   0 0.273   88   1 0.078 1810.09 2695.01
 37260 1385.05 2663.67 20.328  2.049 18.279   4   0 0.202   89   0 0.075 1527.72 2698.68
 37264 1282.13 2667.26 19.440  1.225 18.215   4   0 0.055   90   0 0.068 1426.02 2703.82
 37265 1486.98 2667.40 19.953  1.757 18.196   4   0 0.085   89   0 0.068 1630.78 2702.09
 37267 1457.88 2668.25 20.148  1.359 18.789   4   0 0.252   89   0 0.109 1601.60 2703.33
 37269 1438.89 2669.42 20.425  2.026 18.399   4   0 0.373   89   0 0.083 1582.88 2703.74
 37271 1282.14 2671.55 99.999  9.999 18.034   0   0 9.999   90   0 0.061  418.12 2707.06
 37274 1677.89 2674.24 19.484  1.482 18.001   4   0 0.092   90   0 0.061 1821.70 2708.82
 37276 1516.44 2674.29 20.381  1.798 18.583   4   0 0.273   88   1 0.096 1660.78 2709.21
 37277 1629.77 2675.40 19.528  1.524 18.004   4   0 0.079   90   0 0.051 1773.39 2710.12
 37282 1270.95 2677.15 20.410  1.961 18.448   4   0 0.144   90   0 0.107 1414.59 2710.95
 37292 1615.95 2680.92 19.749  1.622 18.127   4   0 0.173   90   0 0.065 1759.60 2715.68
 37299 1555.11 2685.65 19.785  1.623 18.163   4   0 0.101   90   0 0.068 1698.76 2720.66
 37314 1269.01 2691.12 99.999  9.999 18.386   0   0 9.999   84   0 0.376  778.35 2727.22
 37316 1275.52 2692.43 99.999  9.999 18.606   0   0 9.999   79   0 0.429 1174.66 2726.69
 37317 1674.54 2693.47 20.280  1.590 18.690   4   0 0.382   90   0 0.097 1818.18 2727.90
 37327 1278.98 2699.77 99.999  9.999 18.118   0   0 9.999   88   0 0.352 1289.52 2734.17
 37331 1424.62 2700.29 19.697  1.421 18.276   4   0 0.157   90   0 0.064 1568.43 2734.81
 37335 1607.90 2701.67 20.399  1.510 18.889   4   0 0.166   89   0 0.115 1752.17 2736.21
 37336 1674.66 2703.63 20.114  1.804 18.309   4   0 0.097   89   0 0.091 1817.71 2738.38
 37338 1264.13 2703.75 99.999  9.999 18.166   0   0 9.999   85   0 0.419  558.95 2739.41
 37339 1277.68 2703.61 99.999  9.999 17.943   0   0 9.999   86   0 0.344  558.95 2739.41
