# OGLE EWS map.dat file for OGLE-2024-BLG-0475
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
  8184  275.25 1514.54 21.319  2.242 19.077  22   1 0.181  399   0 0.084
  8185  172.78 1514.22 99.999  9.999 19.744   0   0 9.999  370   1 0.151
  8186  416.97 1515.18 99.999  9.999 19.497   0   0 9.999  393   3 0.109
  8187  446.00 1514.00 99.999  9.999 19.856   0   0 9.999  394   0 0.160
  8188  510.67 1515.55 21.751  2.870 18.881  22   0 0.210  399   0 0.066
  8189  143.55 1515.62 22.178  2.976 19.203  21   0 0.312  346   0 0.098
  8190  152.40 1515.64 21.981  2.101 19.880  21   0 0.222  351   0 0.167
  8191  163.76 1516.14 99.999  9.999 19.318   0   0 9.999  368   0 0.103
  8192  463.54 1515.27 99.999  9.999 19.594   0   0 9.999  396   0 0.127
  8487  184.06 1352.92 99.999  9.999 19.797   0   0 9.999  379   1 0.163
  8488  259.76 1443.76 21.522  1.804 19.719  22   0 0.188  394   0 0.147
  8491  336.61 1132.20 99.999  9.999 19.980   0   0 9.999  398   0 0.180
  8492  428.43 1252.09 99.999  9.999 20.281   0   0 9.999  394   1 0.220
  8493  289.59 1283.85 99.999  9.999 20.013   0   0 9.999  392   2 0.185
  8494  431.90 1312.46 99.999  9.999 20.342   0   0 9.999  394   0 0.241
  8496  333.85 1372.61 99.999  9.999 19.740   0   0 9.999  396   0 0.145
  8498  195.81 1442.98 99.999  9.999 19.643   0   0 9.999  388   0 0.135
  8499  156.80 1451.85 99.999  9.999 21.050   0   0 9.999  347   0 0.460
  8500  272.22 1515.28 99.999  9.999 19.859   0   0 9.999  393   0 0.167
  8507  399.68 1124.13 99.999  9.999 19.884   0   0 9.999  394   1 0.184
  8508  390.32 1124.52 99.999  9.999 19.727   0   0 9.999  393   2 0.163
  8510  307.50 1125.92 99.999  9.999 19.911   0   0 9.999  394   1 0.191
  8511  475.28 1125.19 21.888  2.127 19.761  20   0 0.329  386   0 0.271
  8512  469.54 1125.86 99.999  9.999 20.149   0   0 9.999  377   0 0.285
  8513  524.68 1126.48 99.999  9.999 20.269   0   0 9.999  397   0 0.242
  8514  159.90 1126.45 99.999  9.999 20.012   0   0 9.999  366   0 0.196
  8515  250.33 1128.31 99.999  9.999 19.834   0   0 9.999  397   1 0.171
  8516  142.61 1127.83 99.999  9.999 19.782   0   0 9.999  344   1 0.140
  8517  153.62 1128.14 99.999  9.999 20.053   0   0 9.999  360   1 0.192
  8518  348.56 1127.07 99.999  9.999 20.563   0   0 9.999  379   0 0.279
  8519  393.86 1130.05 99.999  9.999 20.237   0   0 9.999  387   1 0.250
  8522  464.69 1129.45 99.999  9.999 19.963   0   0 9.999  394   0 0.200
  8523  136.77 1129.21 99.999  9.999 20.241   0   0 9.999  336   0 0.270
  8524  183.01 1129.04 99.999  9.999 20.021   0   0 9.999  372   1 0.186
  8525  282.09 1130.03 99.999  9.999 20.268   0   0 9.999  394   0 0.233
  8526  432.26 1129.33 99.999  9.999 20.235   0   0 9.999  393   1 0.233
  8527  158.69 1131.37 99.999  9.999 19.867   0   0 9.999  364   2 0.160
  8528  288.73 1130.69 99.999  9.999 20.419   0   0 9.999  389   1 0.273
  8529  426.79 1130.56 99.999  9.999 20.506   0   0 9.999  392   0 0.279
  8530  511.72 1131.48 99.999  9.999 20.393   0   0 9.999  398   0 0.257
  8531  218.90 1131.89 99.999  9.999 19.816   0   0 9.999  392   1 0.155
  8532  258.52 1131.48 99.999  9.999 20.583   0   0 9.999  388   0 0.301
  8533  356.57 1132.50 99.999  9.999 20.478   0   0 9.999  391   0 0.262
  8534  474.42 1132.98 99.999  9.999 19.846   0   0 9.999  389   1 0.212
  8535  546.90 1131.94 99.999  9.999 19.983   0   0 9.999  394   1 0.179
  8536  173.11 1134.07 99.999  9.999 19.883   0   0 9.999  373   0 0.159
  8537  308.21 1135.44 99.999  9.999 19.883   0   0 9.999  392   1 0.164
  8538  421.55 1133.72 99.999  9.999 20.544   0   0 9.999  392   1 0.273
  8540  167.96 1135.00 99.999  9.999 20.100   0   0 9.999  369   0 0.211
  8541  399.05 1136.85 21.479  1.719 19.760  22   0 0.182  397   1 0.165
  8542  405.54 1135.88 21.652  2.158 19.494  20   0 0.191  396   1 0.137
  8543  534.26 1134.61 99.999  9.999 19.943   0   0 9.999  394   0 0.201
  8545  206.90 1135.63 99.999  9.999 20.514   0   0 9.999  380   0 0.300
  8546  216.25 1136.28 99.999  9.999 20.141   0   0 9.999  387   0 0.222
  8548  134.38 1138.42 99.999  9.999 20.121   0   0 9.999  332   1 0.198
  8549  158.01 1137.41 99.999  9.999 20.460   0   0 9.999  357   0 0.270
  8550  361.19 1136.21 99.999  9.999 20.718   0   0 9.999  393   0 0.356
  8551  433.51 1138.45 99.999  9.999 20.134   0   0 9.999  396   0 0.214
  8552  504.26 1137.58 99.999  9.999 20.218   0   0 9.999  394   0 0.249
  8554  197.03 1138.66 99.999  9.999 20.496   0   0 9.999  382   0 0.282
  8555  300.45 1139.11 99.999  9.999 19.857   0   0 9.999  396   1 0.163
  8556  496.69 1140.88 99.999  9.999 19.942   0   0 9.999  397   0 0.202
  8557  527.53 1139.45 99.999  9.999 19.984   0   0 9.999  392   0 0.222
  8558  538.73 1140.18 99.999  9.999 20.029   0   0 9.999  395   1 0.200
  8560  210.69 1141.66 99.999  9.999 20.025   0   0 9.999  387   0 0.198
  8561  307.51 1141.60 99.999  9.999 20.172   0   0 9.999  394   1 0.229
  8562  335.90 1141.20 99.999  9.999 20.345   0   0 9.999  391   2 0.225
  8563  397.90 1141.55 99.999  9.999 19.893   0   0 9.999  395   0 0.210
  8565  140.62 1142.44 99.999  9.999 19.676   0   0 9.999  342   0 0.133
  8566  355.36 1142.80 21.514  1.773 19.741  21   0 0.146  395   1 0.150
  8567  170.62 1142.43 99.999  9.999 20.628   0   0 9.999  366   0 0.303
  8568  277.11 1143.23 99.999  9.999 20.045   0   0 9.999  392   0 0.185
  8569  549.87 1143.45 99.999  9.999 19.947   0   0 9.999  396   0 0.187
  8570  183.77 1143.16 99.999  9.999 20.345   0   0 9.999  374   1 0.243
  8571  215.42 1142.65 99.999  9.999 20.716   0   0 9.999  383   0 0.307
  8573  190.99 1144.33 99.999  9.999 20.761   0   0 9.999  364   0 0.334
  8574  242.94 1145.01 99.999  9.999 20.645   0   0 9.999  386   0 0.289
  8575  272.61 1144.75 99.999  9.999 20.705   0   0 9.999  392   0 0.327
  8576  509.06 1147.00 99.999  9.999 19.701   0   0 9.999  395   0 0.149
  8577  148.50 1146.96 99.999  9.999 20.764   0   0 9.999  334   0 0.340
  8578  236.88 1147.90 99.999  9.999 19.996   0   0 9.999  393   1 0.177
  8579  281.48 1146.21 99.999  9.999 20.652   0   0 9.999  387   0 0.301
  8580  301.44 1147.42 99.999  9.999 20.018   0   0 9.999  393   1 0.174
  8581  359.45 1146.15 21.463  1.579 19.884  21   0 0.173  397   1 0.197
  8582  406.04 1147.69 99.999  9.999 20.666   0   0 9.999  385   0 0.328
  8583  456.00 1150.08 99.999  9.999 19.888   0   0 9.999  395   0 0.167
  8584  501.56 1147.65 99.999  9.999 19.725   0   0 9.999  396   1 0.157
  8586  485.03 1148.04 99.999  9.999 19.669   0   0 9.999  399   0 0.133
  8587  287.23 1149.50 99.999  9.999 20.033   0   0 9.999  393   2 0.172
  8588  307.88 1148.64 99.999  9.999 19.999   0   0 9.999  397   0 0.184
  8589  196.49 1149.16 99.999  9.999 20.771   0   0 9.999  372   1 0.342
  8590  475.48 1150.68 99.999  9.999 19.743   0   0 9.999  396   0 0.137
  8591  516.72 1151.82 99.999  9.999 19.736   0   0 9.999  395   1 0.171
  8592  167.99 1151.59 99.999  9.999 20.436   0   0 9.999  363   1 0.251
  8593  304.08 1151.40 99.999  9.999 20.395   0   0 9.999  394   2 0.239
  8594  387.84 1152.81 99.999  9.999 19.786   0   0 9.999  390   1 0.187
  8595  320.80 1154.20 99.999  9.999 20.248   0   0 9.999  393   1 0.215
  8596  440.27 1152.70 99.999  9.999 20.941   0   0 9.999  375   0 0.343
  8597  470.42 1153.40 99.999  9.999 19.872   0   0 9.999  394   0 0.163
  8598  185.83 1153.04 99.999  9.999 20.033   0   0 9.999  378   0 0.188
  8599  281.26 1155.43 99.999  9.999 20.361   0   0 9.999  394   0 0.260
  8600  398.66 1154.21 99.999  9.999 20.957   0   0 9.999  367   0 0.410
  8601  449.66 1152.11 99.999  9.999 20.513   0   0 9.999  391   0 0.278
  8602  549.57 1153.73 99.999  9.999 20.311   0   0 9.999  395   0 0.257
  8603  220.89 1154.14 99.999  9.999 20.233   0   0 9.999  392   0 0.214
  8604  134.81 1154.18 99.999  9.999 20.576   0   0 9.999  328   1 0.335
  8605  310.92 1158.82 99.999  9.999 20.044   0   0 9.999  391   1 0.195
  8606  315.80 1154.99 99.999  9.999 20.224   0   0 9.999  390   0 0.211
  8607  348.34 1155.41 99.999  9.999 20.100   0   0 9.999  389   1 0.207
  8608  152.81 1157.14 99.999  9.999 19.713   0   0 9.999  354   1 0.154
  8609  433.94 1157.63 99.999  9.999 19.941   0   0 9.999  394   0 0.163
  8611  297.73 1156.26 99.999  9.999 20.484   0   0 9.999  390   0 0.261
  8612  397.34 1159.00 99.999  9.999 19.972   0   0 9.999  390   1 0.194
  8614  177.41 1160.20 99.999  9.999 20.304   0   0 9.999  370   0 0.237
  8617  211.25 1163.60 99.999  9.999 19.867   0   0 9.999  389   2 0.180
  8618  236.24 1160.23 99.999  9.999 20.526   0   0 9.999  388   0 0.272
  8619  325.12 1160.45 99.999  9.999 20.616   0   0 9.999  383   1 0.294
  8620  343.08 1159.41 99.999  9.999 19.937   0   0 9.999  396   0 0.181
  8621  365.47 1162.01 99.999  9.999 20.354   0   0 9.999  383   1 0.298
  8622  485.68 1161.93 99.999  9.999 19.575   0   0 9.999  396   0 0.126
  8623  504.64 1160.14 99.999  9.999 20.406   0   0 9.999  396   0 0.271
  8624  190.91 1161.45 99.999  9.999 20.183   0   0 9.999  376   1 0.213
  8625  256.30 1161.97 99.999  9.999 21.237   0   0 9.999  369   0 0.504
  8626  463.58 1161.96 99.999  9.999 20.432   0   0 9.999  395   0 0.262
  8627  358.41 1163.87 99.999  9.999 20.324   0   0 9.999  389   0 0.244
  8628  473.12 1162.91 99.999  9.999 20.314   0   0 9.999  392   0 0.238
  8629  248.70 1166.14 99.999  9.999 20.065   0   0 9.999  393   0 0.195
  8630  448.09 1165.23 99.999  9.999 19.946   0   0 9.999  395   1 0.172
  8631  513.54 1165.09 99.999  9.999 20.586   0   0 9.999  388   0 0.304
  8632  492.57 1166.54 99.999  9.999 20.301   0   0 9.999  396   1 0.237
  8633  542.99 1167.44 99.999  9.999 19.760   0   0 9.999  393   2 0.153
  8634  283.04 1167.48 99.999  9.999 20.406   0   0 9.999  392   0 0.274
  8635  335.97 1168.54 99.999  9.999 20.028   0   0 9.999  394   2 0.182
  8636  452.23 1167.58 99.999  9.999 20.064   0   0 9.999  389   0 0.191
  8639  134.18 1169.46 99.999  9.999 20.322   0   0 9.999  329   0 0.241
  8640  192.95 1169.20 99.999  9.999 19.986   0   0 9.999  382   0 0.192
  8641  392.35 1169.64 99.999  9.999 19.819   0   0 9.999  397   2 0.177
  8642  202.58 1170.25 99.999  9.999 20.237   0   0 9.999  386   0 0.230
  8643  434.18 1172.18 99.999  9.999 20.584   0   0 9.999  396   0 0.290
  8644  438.79 1169.65 22.215  2.015 20.199  23   0 0.364  393   0 0.211
  8647  482.56 1173.64 99.999  9.999 19.867   0   0 9.999  396   0 0.156
  8648  236.56 1173.31 99.999  9.999 20.374   0   0 9.999  383   0 0.271
  8649  347.04 1173.58 99.999  9.999 19.813   0   0 9.999  395   0 0.159
  8650  414.60 1171.95 99.999  9.999 20.549   0   0 9.999  396   0 0.290
  8651  448.57 1174.12 99.999  9.999 20.432   0   0 9.999  390   0 0.257
  8652  523.53 1174.07 99.999  9.999 20.152   0   0 9.999  397   0 0.220
  8654  170.86 1174.49 99.999  9.999 20.141   0   0 9.999  371   0 0.203
  8655  246.42 1174.27 99.999  9.999 20.386   0   0 9.999  394   1 0.285
  8656  537.94 1175.06 99.999  9.999 20.089   0   0 9.999  395   0 0.203
  8658  208.53 1176.30 99.999  9.999 20.537   0   0 9.999  386   0 0.296
  8659  386.64 1176.75 99.999  9.999 20.456   0   0 9.999  385   0 0.269
  8660  425.67 1176.48 99.999  9.999 20.843   0   0 9.999  385   0 0.377
  8661  348.89 1179.68 99.999  9.999 19.638   0   0 9.999  392   3 0.136
  8662  130.47 1179.49 99.999  9.999 19.983   0   0 9.999  323   2 0.171
  8663  330.67 1179.27 99.999  9.999 20.355   0   0 9.999  392   0 0.264
  8664  399.35 1179.75 99.999  9.999 19.834   0   0 9.999  395   0 0.198
  8665  160.96 1180.26 99.999  9.999 19.539   0   0 9.999  366   0 0.126
  8666  276.37 1179.39 99.999  9.999 20.731   0   0 9.999  381   0 0.365
  8667  407.89 1179.66 99.999  9.999 20.075   0   0 9.999  391   1 0.203
  8668  433.07 1178.20 99.999  9.999 19.948   0   0 9.999  395   0 0.164
  8669  448.03 1179.94 99.999  9.999 20.235   0   0 9.999  392   0 0.212
  8671  168.59 1182.63 99.999  9.999 20.386   0   0 9.999  367   0 0.252
  8672  226.55 1180.92 99.999  9.999 20.799   0   0 9.999  370   0 0.400
  8673  418.90 1182.95 21.866  2.356 19.510  22   0 0.304  394   5 0.112
  8674  485.17 1181.28 99.999  9.999 20.653   0   0 9.999  392   0 0.305
  8676  477.08 1183.26 99.999  9.999 20.086   0   0 9.999  392   0 0.189
  8677  155.39 1186.16 99.999  9.999 19.876   0   0 9.999  361   1 0.165
  8678  271.37 1183.06 99.999  9.999 19.933   0   0 9.999  392   0 0.352
  8679  369.97 1184.86 99.999  9.999 19.977   0   0 9.999  394   1 0.176
  8680  506.41 1184.12 99.999  9.999 20.360   0   0 9.999  395   0 0.249
  8681  531.51 1183.65 99.999  9.999 20.269   0   0 9.999  393   0 0.217
  8682  292.64 1185.40 99.999  9.999 20.296   0   0 9.999  393   0 0.254
  8684  341.40 1185.31 99.999  9.999 20.292   0   0 9.999  398   0 0.223
  8685  365.33 1185.57 99.999  9.999 19.960   0   0 9.999  393   0 0.206
  8686  511.24 1185.00 99.999  9.999 19.902   0   0 9.999  397   0 0.184
  8690  487.60 1189.90 22.037  2.419 19.619  22   0 0.313  400   0 0.133
  8691  186.02 1189.63 99.999  9.999 20.812   0   0 9.999  364   0 0.357
  8692  200.06 1190.16 99.999  9.999 20.333   0   0 9.999  386   0 0.244
  8694  169.80 1190.18 99.999  9.999 20.385   0   0 9.999  365   0 0.274
  8695  360.72 1194.43 99.999  9.999 20.165   0   0 9.999  389   0 0.223
  8696  405.24 1191.97 99.999  9.999 19.866   0   0 9.999  393   3 0.180
  8697  325.43 1191.08 21.786  1.542 20.243  20   1 0.249  388   1 0.217
  8698  144.43 1193.50 99.999  9.999 20.205   0   0 9.999  345   0 0.207
  8699  392.36 1193.63 99.999  9.999 19.566   0   0 9.999  393   4 0.157
  8700  398.27 1192.72 99.999  9.999 20.146   0   0 9.999  390   1 0.231
  8701  240.92 1193.38 99.999  9.999 20.747   0   0 9.999  379   0 0.365
  8703  322.69 1194.82 99.999  9.999 20.548   0   0 9.999  384   0 0.280
  8704  507.65 1195.56 99.999  9.999 20.288   0   0 9.999  393   0 0.236
  8706  231.38 1194.94 99.999  9.999 20.625   0   0 9.999  384   0 0.294
  8707  479.53 1196.27 99.999  9.999 20.166   0   0 9.999  396   0 0.208
  8709  138.17 1199.28 99.999  9.999 19.812   0   0 9.999  338   0 0.147
  8710  443.98 1198.54 99.999  9.999 19.917   0   0 9.999  397   2 0.177
  8711  385.32 1199.93 99.999  9.999 20.553   0   0 9.999  355   0 0.405
  8712  494.48 1197.39 99.999  9.999 20.273   0   0 9.999  395   0 0.235
  8714  191.62 1200.47 99.999  9.999 20.664   0   0 9.999  377   1 0.326
  8715  292.56 1199.63 99.999  9.999 20.512   0   0 9.999  390   1 0.259
  8716  448.99 1202.38 99.999  9.999 20.390   0   0 9.999  391   0 0.302
  8717  306.81 1199.89 99.999  9.999 20.365   0   0 9.999  396   0 0.280
  8718  399.42 1201.60 99.999  9.999 20.000   0   0 9.999  389   2 0.224
  8719  340.42 1202.06 99.999  9.999 19.827   0   0 9.999  395   0 0.156
  8720  198.92 1202.17 99.999  9.999 20.468   0   0 9.999  373   0 0.295
  8721  245.51 1203.47 99.999  9.999 20.211   0   0 9.999  395   0 0.228
  8722  260.20 1202.18 99.999  9.999 20.840   0   0 9.999  380   0 0.359
  8723  535.05 1203.91 99.999  9.999 19.916   0   0 9.999  398   0 0.178
  8724  547.48 1203.68 99.999  9.999 19.796   0   0 9.999  396   1 0.161
  8726  481.25 1204.23 99.999  9.999 19.750   0   0 9.999  397   0 0.146
  8727  489.40 1204.09 99.999  9.999 19.829   0   0 9.999  393   1 0.148
  8728  504.94 1204.29 99.999  9.999 20.022   0   0 9.999  395   2 0.172
  8729  519.88 1204.13 99.999  9.999 20.067   0   0 9.999  393   0 0.179
  8730  239.31 1204.07 99.999  9.999 20.241   0   0 9.999  392   0 0.229
  8731  429.38 1205.80 99.999  9.999 19.790   0   0 9.999  397   0 0.143
  8732  136.90 1206.20 99.999  9.999 19.816   0   0 9.999  335   1 0.148
  8733  218.97 1206.26 99.999  9.999 20.098   0   0 9.999  395   0 0.223
  8734  272.54 1204.37 99.999  9.999 20.510   0   0 9.999  392   0 0.293
  8735  400.07 1206.14 99.999  9.999 19.992   0   0 9.999  386   0 0.228
  8736  390.42 1205.89 99.999  9.999 20.200   0   0 9.999  237   0 0.608
  8737  406.01 1207.36 99.999  9.999 20.067   0   0 9.999  396   0 0.242
  8738  419.72 1206.02 99.999  9.999 20.874   0   0 9.999  368   0 0.400
  8739  448.17 1206.30 99.999  9.999 20.363   0   0 9.999  393   0 0.251
  8740  512.76 1205.76 99.999  9.999 20.811   0   0 9.999  379   0 0.374
  8741  544.69 1207.03 22.104  2.161 19.943  21   0 0.233  397   0 0.171
  8742  528.70 1207.85 99.999  9.999 20.242   0   0 9.999  399   0 0.225
  8744  341.07 1210.45 99.999  9.999 19.745   0   0 9.999  396   0 0.147
  8746  359.25 1210.25 99.999  9.999 20.305   0   0 9.999  396   1 0.233
  8747  432.61 1209.51 99.999  9.999 20.489   0   0 9.999  398   0 0.306
  8749  446.24 1210.64 99.999  9.999 20.306   0   0 9.999  392   0 0.246
  8750  466.37 1212.45 99.999  9.999 20.207   0   0 9.999  395   0 0.236
  8751  471.13 1210.51 99.999  9.999 20.160   0   0 9.999  391   0 0.242
  8752  183.73 1212.30 99.999  9.999 20.139   0   0 9.999  374   0 0.218
  8753  277.57 1212.51 99.999  9.999 20.999   0   0 9.999  374   0 0.376
  8756  188.72 1211.69 99.999  9.999 20.238   0   0 9.999  375   0 0.274
  8758  222.07 1213.37 99.999  9.999 20.219   0   0 9.999  390   0 0.252
  8760  251.58 1215.57 99.999  9.999 20.454   0   0 9.999  383   0 0.274
  8761  323.48 1216.38 99.999  9.999 20.446   0   0 9.999  390   2 0.244
  8762  130.99 1217.84 99.999  9.999 19.482   0   0 9.999  324   0 0.130
  8763  266.07 1215.89 99.999  9.999 21.172   0   0 9.999  357   0 0.451
  8764  307.49 1217.43 99.999  9.999 20.644   0   0 9.999  383   0 0.295
  8765  183.41 1219.60 99.999  9.999 19.935   0   0 9.999  378   1 0.184
  8766  484.97 1218.33 99.999  9.999 20.300   0   0 9.999  395   0 0.245
  8767  490.49 1218.08 99.999  9.999 20.312   0   0 9.999  396   0 0.228
  8768  179.28 1217.94 99.999  9.999 20.264   0   0 9.999  373   1 0.231
  8769  414.74 1219.72 99.999  9.999 19.706   0   0 9.999  398   2 0.140
  8770  430.58 1219.31 99.999  9.999 20.153   0   0 9.999  397   0 0.214
  8771  138.00 1219.50 99.999  9.999 19.934   0   0 9.999  338   0 0.184
  8772  209.40 1220.75 21.831  1.926 19.904  20   0 0.287  391   0 0.201
  8773  327.10 1220.09 99.999  9.999 20.178   0   0 9.999  393   2 0.215
  8775  277.90 1221.69 99.999  9.999 20.432   0   0 9.999  395   0 0.253
  8776  293.57 1222.85 99.999  9.999 20.072   0   0 9.999  397   0 0.186
  8777  386.95 1218.80 99.999  9.999 19.835   0   0 9.999  261   0 0.589
  8778  460.48 1221.30 99.999  9.999 20.047   0   0 9.999  394   1 0.187
  8779  434.23 1223.10 99.999  9.999 19.891   0   0 9.999  397   0 0.162
  8780  482.74 1222.14 99.999  9.999 20.233   0   0 9.999  392   0 0.309
  8781  391.63 1222.43 99.999  9.999 21.034   0   0 9.999  276   0 0.571
  8782  547.52 1224.87 99.999  9.999 19.714   0   0 9.999  399   0 0.156
  8783  306.09 1224.84 99.999  9.999 20.774   0   0 9.999  384   1 0.342
  8784  141.66 1225.86 99.999  9.999 20.082   0   0 9.999  344   0 0.259
  8785  331.52 1226.22 99.999  9.999 19.840   0   0 9.999  395   0 0.148
  8786  353.82 1225.11 99.999  9.999 20.449   0   0 9.999  392   1 0.264
  8787  129.85 1227.47 99.999  9.999 19.892   0   0 9.999  322   0 0.216
  8788  230.18 1228.52 99.999  9.999 19.984   0   0 9.999  391   1 0.176
  8789  190.75 1228.49 99.999  9.999 20.227   0   0 9.999  382   0 0.242
  8790  338.62 1229.39 99.999  9.999 20.019   0   0 9.999  396   2 0.203
  8791  366.97 1229.15 99.999  9.999 19.656   0   0 9.999  396   2 0.140
  8792  401.83 1229.11 99.999  9.999 20.265   0   0 9.999  393   1 0.242
  8793  434.27 1229.77 99.999  9.999 19.996   0   0 9.999  398   1 0.162
  8794  546.10 1230.26 99.999  9.999 20.012   0   0 9.999  395   0 0.185
  8795  129.54 1232.94 99.999  9.999 19.762   0   0 9.999  318   0 0.232
  8796  138.87 1231.94 21.513  1.851 19.662  19   0 0.229  340   0 0.216
  8797  170.41 1232.67 99.999  9.999 19.909   0   0 9.999  369   0 0.176
  8798  180.62 1231.95 99.999  9.999 20.035   0   0 9.999  374   0 0.184
  8799  420.40 1231.34 99.999  9.999 20.187   0   0 9.999  391   1 0.190
  8802  331.23 1231.60 99.999  9.999 20.753   0   0 9.999  391   0 0.364
  8803  458.03 1232.75 99.999  9.999 19.725   0   0 9.999  396   1 0.130
  8804  474.81 1232.27 99.999  9.999 19.923   0   0 9.999  395   1 0.199
  8805  517.66 1231.95 99.999  9.999 20.155   0   0 9.999  396   0 0.211
  8806  525.33 1232.78 99.999  9.999 19.952   0   0 9.999  391   0 0.185
  8807  158.41 1232.71 99.999  9.999 20.594   0   0 9.999  357   0 0.323
  8808  243.56 1233.84 99.999  9.999 19.876   0   0 9.999  393   2 0.165
  8809  377.76 1233.05 99.999  9.999 20.024   0   0 9.999  399   0 0.216
  8810  446.43 1232.98 99.999  9.999 20.133   0   0 9.999  394   0 0.192
  8811  543.59 1234.42 99.999  9.999 20.062   0   0 9.999  394   0 0.216
  8813  177.38 1235.68 99.999  9.999 20.508   0   0 9.999  367   1 0.293
  8814  435.03 1234.29 99.999  9.999 20.053   0   0 9.999  394   1 0.198
  8816  135.76 1238.49 99.999  9.999 19.827   0   0 9.999  319   1 0.332
  8817  205.92 1236.70 99.999  9.999 19.876   0   0 9.999  387   0 0.158
  8818  246.93 1237.95 99.999  9.999 19.887   0   0 9.999  394   0 0.182
  8819  345.03 1237.86 99.999  9.999 20.102   0   0 9.999  393   0 0.204
  8820  409.70 1237.48 99.999  9.999 19.828   0   0 9.999  392   2 0.161
  8821  510.27 1235.93 99.999  9.999 20.443   0   0 9.999  395   0 0.265
  8822  130.34 1238.19 99.999  9.999 20.210   0   0 9.999  298   0 0.393
  8823  189.56 1236.49 99.999  9.999 20.655   0   0 9.999  374   0 0.315
  8824  213.43 1237.99 99.999  9.999 20.396   0   0 9.999  385   0 0.270
  8825  272.63 1238.80 99.999  9.999 19.648   0   0 9.999  392   0 0.128
  8826  352.96 1237.67 99.999  9.999 20.276   0   0 9.999  392   0 0.228
  8827  423.12 1240.05 99.999  9.999 20.335   0   0 9.999  386   1 0.225
  8828  525.64 1237.64 99.999  9.999 20.235   0   0 9.999  393   0 0.212
  8830  257.11 1240.60 99.999  9.999 19.823   0   0 9.999  392   1 0.149
  8831  292.48 1241.52 99.999  9.999 19.989   0   0 9.999  394   1 0.175
  8832  380.19 1239.92 99.999  9.999 19.769   0   0 9.999  397   2 0.153
  8833  484.73 1242.45 99.999  9.999 20.204   0   0 9.999  389   0 0.214
  8835  231.86 1241.52 99.999  9.999 20.383   0   0 9.999  379   1 0.293
  8836  284.75 1242.63 99.999  9.999 20.476   0   0 9.999  386   1 0.274
  8837  414.70 1242.14 99.999  9.999 19.706   0   0 9.999  395   1 0.143
  8838  481.98 1239.74 99.999  9.999 20.878   0   0 9.999  371   0 0.369
  8839  179.95 1242.11 99.999  9.999 19.993   0   0 9.999  377   0 0.194
  8840  400.48 1241.94 99.999  9.999 19.630   0   0 9.999  398   0 0.137
  8841  449.27 1242.37 99.999  9.999 20.533   0   0 9.999  392   0 0.262
  8842  237.58 1242.55 99.999  9.999 19.893   0   0 9.999  386   1 0.207
  8843  248.44 1243.17 99.999  9.999 19.856   0   0 9.999  393   0 0.176
  8844  407.48 1243.07 99.999  9.999 19.833   0   0 9.999  392   3 0.168
  8845  272.33 1243.37 99.999  9.999 20.415   0   0 9.999  391   0 0.234
  8846  346.89 1243.30 99.999  9.999 20.933   0   0 9.999  376   0 0.383
  8847  373.48 1245.70 99.999  9.999 19.931   0   0 9.999  395   0 0.167
  8848  440.09 1244.59 99.999  9.999 19.777   0   0 9.999  395   1 0.153
  8849  499.70 1244.61 99.999  9.999 20.226   0   0 9.999  395   0 0.230
  8850  303.23 1246.97 99.999  9.999 19.968   0   0 9.999  395   2 0.181
  8851  475.32 1245.92 99.999  9.999 19.942   0   0 9.999  396   0 0.171
  8852  544.63 1245.79 99.999  9.999 20.406   0   0 9.999  396   0 0.279
  8853  149.56 1248.43 99.999  9.999 19.845   0   0 9.999  329   0 0.517
  8854  235.62 1248.12 99.999  9.999 19.432   0   0 9.999  384   0 0.260
  8855  485.78 1246.86 99.999  9.999 20.057   0   0 9.999  392   0 0.184
  8856  519.53 1248.46 22.204  2.278 19.925  21   0 0.247  397   1 0.171
  8858  245.74 1247.77 99.999  9.999 20.561   0   0 9.999  372   0 0.354
  8859  454.95 1248.12 99.999  9.999 19.728   0   0 9.999  397   0 0.137
  8860  295.92 1249.39 99.999  9.999 19.937   0   0 9.999  393   2 0.165
  8861  345.33 1248.72 99.999  9.999 20.229   0   0 9.999  389   0 0.209
  8862  382.61 1249.12 99.999  9.999 20.217   0   0 9.999  391   1 0.216
  8863  495.81 1247.94 99.999  9.999 20.270   0   0 9.999  398   0 0.212
  8865  223.25 1251.16 99.999  9.999 20.033   0   0 9.999  384   0 0.231
  8866  318.33 1253.15 99.999  9.999 19.992   0   0 9.999  396   0 0.188
  8867  519.88 1252.19 99.999  9.999 20.422   0   0 9.999  393   0 0.273
  8868  548.49 1251.67 99.999  9.999 20.391   0   0 9.999  394   0 0.276
  8869  197.81 1253.88 99.999  9.999 20.060   0   0 9.999  381   1 0.218
  8870  359.58 1252.64 99.999  9.999 20.554   0   0 9.999  388   0 0.283
  8871  275.39 1253.94 99.999  9.999 20.004   0   0 9.999  392   0 0.196
  8872  384.55 1254.08 99.999  9.999 19.966   0   0 9.999  397   0 0.185
  8873  464.73 1254.62 99.999  9.999 20.185   0   0 9.999  398   1 0.202
  8875  130.85 1255.49 99.999  9.999 19.295   0   0 9.999  316   0 0.349
