# OGLE EWS map.dat file for OGLE-2024-BLG-0475
# EWS paper: Udalski et al. 2015, Acta Astron., 65, 1
# EWS website: https://ogle.astrouw.edu.pl/ogle4/ews/ews.html
col0   col1    col2    V       col4  I       col6 col7 col8 col9 col10 col11
 10336  432.79 1286.44 99.999  9.999 20.710   0   0 9.999  389   0 0.308
 10337  454.91 1286.73 99.999  9.999 19.797   0   0 9.999  396   1 0.176
 10338  497.51 1287.28 99.999  9.999 20.547   0   0 9.999  387   0 0.295
 10339  263.06 1287.85 99.999  9.999 20.703   0   0 9.999  386   0 0.292
 10340  300.00 1286.58 99.999  9.999 21.051   0   0 9.999  369   0 0.399
 10341  416.04 1288.62 99.999  9.999 20.373   0   0 9.999  395   1 0.238
 10342  275.10 1290.97 99.999  9.999 20.517   0   0 9.999  392   0 0.268
 10343  135.85 1291.70 99.999  9.999 20.996   0   0 9.999  320   0 0.395
 10344  202.24 1292.03 99.999  9.999 20.669   0   0 9.999  386   1 0.324
 10345  186.98 1294.37 99.999  9.999 21.192   0   0 9.999  353   0 0.512
 10346  365.65 1294.76 99.999  9.999 20.587   0   0 9.999  376   0 0.409
 10347  289.60 1296.06 99.999  9.999 20.592   0   0 9.999  387   2 0.282
 10348  424.44 1296.21 99.999  9.999 20.765   0   0 9.999  381   1 0.352
 10349  440.94 1296.56 99.999  9.999 20.643   0   0 9.999  388   0 0.308
 10351  311.64 1299.48 99.999  9.999 21.318   0   0 9.999  362   0 0.462
 10352  148.64 1304.71 99.999  9.999 20.758   0   0 9.999  343   0 0.349
 10354  265.81 1309.18 99.999  9.999 21.149   0   0 9.999  370   0 0.438
 10355  351.13 1311.84 99.999  9.999 20.721   0   0 9.999  384   0 0.373
 10357  193.46 1315.40 99.999  9.999 20.632   0   0 9.999  376   0 0.331
 10358  471.99 1316.29 99.999  9.999 20.708   0   0 9.999  376   0 0.346
 10360  265.04 1317.70 99.999  9.999 21.142   0   0 9.999  351   0 0.432
 10361  456.02 1316.67 99.999  9.999 20.262   0   0 9.999  397   0 0.222
 10363  533.10 1319.88 99.999  9.999 20.711   0   0 9.999  384   0 0.342
 10364  380.02 1320.77 99.999  9.999 20.938   0   0 9.999  359   0 0.507
 10365  296.55 1321.26 99.999  9.999 20.596   0   0 9.999  382   0 0.316
 10366  371.50 1322.00 99.999  9.999 20.909   0   0 9.999  324   0 0.504
 10368  350.96 1325.23 99.999  9.999 20.721   0   0 9.999  387   0 0.388
 10369  495.97 1322.62 99.999  9.999 20.142   0   0 9.999  397   0 0.243
 10370  327.93 1325.68 99.999  9.999 20.717   0   0 9.999  377   1 0.350
 10371  366.50 1324.10 99.999  9.999 20.064   0   0 9.999  385   0 0.290
 10372  449.29 1327.25 99.999  9.999 20.658   0   0 9.999  385   0 0.303
 10373  456.46 1328.27 99.999  9.999 20.574   0   0 9.999  395   0 0.332
 10375  250.53 1328.29 99.999  9.999 20.663   0   0 9.999  389   0 0.322
 10376  279.65 1328.73 99.999  9.999 20.404   0   0 9.999  383   0 0.242
 10377  301.14 1330.08 99.999  9.999 20.750   0   0 9.999  374   0 0.363
 10378  333.80 1331.05 99.999  9.999 21.124   0   0 9.999  368   0 0.436
 10379  349.49 1329.94 99.999  9.999 20.477   0   0 9.999  388   1 0.278
 10380  498.21 1333.34 99.999  9.999 20.148   0   0 9.999  395   1 0.205
 10381  405.88 1334.73 99.999  9.999 20.645   0   0 9.999  386   0 0.328
 10382  512.14 1337.85 99.999  9.999 20.850   0   0 9.999  380   0 0.397
 10383  457.76 1336.17 99.999  9.999 20.226   0   0 9.999  393   1 0.233
 10384  169.98 1337.12 99.999  9.999 20.639   0   0 9.999  365   0 0.336
 10385  279.14 1336.78 99.999  9.999 20.792   0   0 9.999  378   0 0.316
 10386  211.40 1338.23 99.999  9.999 20.759   0   0 9.999  382   0 0.343
 10389  314.56 1341.42 99.999  9.999 20.702   0   0 9.999  388   1 0.299
 10390  422.59 1343.59 99.999  9.999 20.758   0   0 9.999  382   1 0.325
 10391  435.82 1344.28 99.999  9.999 21.203   0   0 9.999  361   0 0.470
 10393  298.38 1347.81 99.999  9.999 20.528   0   0 9.999  389   0 0.301
 10394  227.24 1350.65 99.999  9.999 20.889   0   0 9.999  388   0 0.364
 10395  391.40 1349.08 99.999  9.999 20.759   0   0 9.999  373   2 0.348
 10397  405.47 1352.08 99.999  9.999 20.825   0   0 9.999  381   0 0.370
 10398  133.56 1352.69 99.999  9.999 21.232   0   0 9.999  303   0 0.497
 10399  212.07 1351.41 99.999  9.999 21.233   0   0 9.999  367   0 0.451
 10400  241.23 1353.16 99.999  9.999 21.176   0   0 9.999  348   0 0.449
 10401  294.49 1352.85 99.999  9.999 20.624   0   0 9.999  387   0 0.326
 10402  342.61 1354.78 99.999  9.999 20.696   0   0 9.999  391   0 0.310
 10403  202.63 1357.04 99.999  9.999 20.779   0   0 9.999  373   0 0.365
 10404  226.40 1356.93 99.999  9.999 20.598   0   0 9.999  393   0 0.290
 10405  387.42 1357.95 99.999  9.999 20.390   0   0 9.999  393   0 0.277
 10407  396.17 1358.15 99.999  9.999 20.697   0   0 9.999  380   1 0.320
 10408  169.26 1360.01 99.999  9.999 20.363   0   0 9.999  366   0 0.254
 10409  286.50 1359.34 99.999  9.999 20.567   0   0 9.999  385   1 0.306
 10410  174.64 1360.71 99.999  9.999 20.106   0   0 9.999  372   0 0.189
 10412  194.71 1362.14 99.999  9.999 20.412   0   0 9.999  379   0 0.260
 10413  161.36 1363.73 99.999  9.999 20.633   0   0 9.999  366   0 0.319
 10414  532.96 1364.83 99.999  9.999 20.635   0   0 9.999  389   0 0.344
 10416  390.59 1367.94 99.999  9.999 20.782   0   0 9.999  383   2 0.381
 10417  245.05 1369.06 99.999  9.999 20.448   0   0 9.999  388   0 0.262
 10421  328.03 1373.53 99.999  9.999 20.467   0   0 9.999  388   1 0.305
 10422  370.30 1373.03 99.999  9.999 20.761   0   0 9.999  384   1 0.341
 10423  154.29 1376.25 99.999  9.999 20.966   0   0 9.999  338   0 0.384
 10424  508.47 1375.60 99.999  9.999 20.774   0   0 9.999  386   0 0.357
 10425  532.09 1375.24 99.999  9.999 20.863   0   0 9.999  382   0 0.413
 10426  403.80 1378.09 99.999  9.999 20.728   0   0 9.999  384   0 0.319
 10427  499.50 1377.88 99.999  9.999 20.860   0   0 9.999  388   0 0.361
 10428  192.95 1379.41 99.999  9.999 20.512   0   0 9.999  378   0 0.295
 10430  207.70 1381.38 99.999  9.999 20.742   0   0 9.999  384   0 0.354
 10431  442.09 1381.02 99.999  9.999 21.357   0   0 9.999  355   0 0.486
 10432  388.74 1383.16 99.999  9.999 21.160   0   0 9.999  372   1 0.465
 10433  324.29 1385.13 99.999  9.999 20.541   0   0 9.999  390   1 0.280
 10434  325.39 1390.46 99.999  9.999 20.748   0   0 9.999  383   1 0.340
 10436  496.73 1391.09 99.999  9.999 20.478   0   0 9.999  386   0 0.269
 10437  541.07 1393.40 99.999  9.999 21.250   0   0 9.999  358   0 0.462
 10438  131.06 1396.11 99.999  9.999 20.715   0   0 9.999  317   0 0.308
 10439  257.96 1397.29 99.999  9.999 20.533   0   0 9.999  391   0 0.292
 10440  325.24 1398.64 99.999  9.999 20.708   0   0 9.999  386   1 0.334
 10441  441.89 1399.06 99.999  9.999 20.642   0   0 9.999  390   0 0.301
 10442  515.19 1399.12 99.999  9.999 20.688   0   0 9.999  384   0 0.309
 10443  269.37 1400.11 99.999  9.999 20.480   0   0 9.999  396   0 0.282
 10444  508.43 1400.16 99.999  9.999 20.415   0   0 9.999  397   0 0.276
 10445  523.88 1400.72 99.999  9.999 20.664   0   0 9.999  385   0 0.309
 10446  533.03 1401.47 99.999  9.999 20.352   0   0 9.999  393   0 0.238
 10447  309.35 1403.85 99.999  9.999 20.526   0   0 9.999  388   0 0.292
 10448  205.05 1405.78 99.999  9.999 21.287   0   0 9.999  329   0 0.480
 10449  488.24 1404.85 99.999  9.999 21.031   0   0 9.999  374   0 0.416
 10451  344.19 1407.53 99.999  9.999 20.815   0   0 9.999  386   0 0.329
 10452  175.51 1408.92 99.999  9.999 20.777   0   0 9.999  361   0 0.343
 10453  479.38 1410.72 99.999  9.999 20.966   0   0 9.999  382   0 0.389
 10455  351.96 1412.57 99.999  9.999 21.197   0   0 9.999  348   0 0.472
 10456  221.87 1414.82 99.999  9.999 20.812   0   0 9.999  386   0 0.373
 10457  341.12 1414.24 99.999  9.999 20.591   0   0 9.999  391   0 0.297
 10458  378.90 1413.93 99.999  9.999 20.850   0   0 9.999  382   0 0.362
 10459  433.04 1415.16 99.999  9.999 21.055   0   0 9.999  374   0 0.421
 10460  320.88 1417.27 99.999  9.999 21.051   0   0 9.999  377   0 0.390
 10461  450.77 1419.18 99.999  9.999 20.583   0   0 9.999  389   0 0.291
 10462  267.95 1418.25 99.999  9.999 20.663   0   0 9.999  386   0 0.308
 10463  226.08 1422.67 99.999  9.999 20.486   0   0 9.999  386   1 0.286
 10464  229.72 1419.69 99.999  9.999 20.998   0   0 9.999  385   0 0.437
 10465  170.21 1420.60 99.999  9.999 20.780   0   0 9.999  357   0 0.367
 10466  341.05 1420.84 99.999  9.999 20.341   0   0 9.999  393   0 0.239
 10467  347.86 1421.81 99.999  9.999 20.551   0   0 9.999  386   0 0.276
 10468  359.81 1422.03 99.999  9.999 20.595   0   0 9.999  382   1 0.288
 10469  151.55 1424.25 99.999  9.999 21.036   0   0 9.999  331   0 0.437
 10470  505.82 1424.60 99.999  9.999 20.873   0   0 9.999  385   0 0.379
 10471  228.28 1426.95 99.999  9.999 20.304   0   0 9.999  386   0 0.272
 10472  293.79 1427.15 99.999  9.999 21.121   0   0 9.999  366   0 0.425
 10473  144.56 1433.30 99.999  9.999 20.689   0   0 9.999  335   0 0.333
 10474  366.36 1431.58 99.999  9.999 20.434   0   0 9.999  391   2 0.264
 10475  549.25 1433.06 99.999  9.999 20.733   0   0 9.999  388   0 0.344
 10477  155.03 1435.91 99.999  9.999 21.251   0   0 9.999  326   0 0.441
 10478  528.92 1435.01 99.999  9.999 21.080   0   0 9.999  360   0 0.442
 10479  538.88 1437.44 99.999  9.999 21.065   0   0 9.999  379   0 0.415
 10480  506.12 1438.89 99.999  9.999 20.350   0   0 9.999  392   0 0.245
 10481  467.78 1439.47 99.999  9.999 20.394   0   0 9.999  392   0 0.268
 10482  185.58 1439.88 99.999  9.999 20.762   0   0 9.999  368   0 0.349
 10483  378.19 1441.41 99.999  9.999 21.122   0   0 9.999  368   0 0.432
 10484  489.05 1444.57 99.999  9.999 21.059   0   0 9.999  380   0 0.420
 10485  188.38 1447.43 99.999  9.999 20.980   0   0 9.999  360   0 0.410
 10486  467.22 1448.13 99.999  9.999 20.752   0   0 9.999  389   0 0.357
 10487  301.99 1448.43 99.999  9.999 20.729   0   0 9.999  382   0 0.317
 10488  514.41 1447.95 99.999  9.999 20.711   0   0 9.999  386   1 0.343
 10489  401.15 1450.14 99.999  9.999 20.734   0   0 9.999  391   0 0.354
 10490  538.16 1451.21 99.999  9.999 20.554   0   0 9.999  386   0 0.272
 10491  332.87 1452.99 99.999  9.999 21.368   0   0 9.999  365   0 0.517
 10492  397.57 1454.51 99.999  9.999 20.928   0   0 9.999  366   0 0.394
 10494  352.19 1457.29 99.999  9.999 20.801   0   0 9.999  389   0 0.376
 10496  139.56 1462.79 99.999  9.999 20.826   0   0 9.999  322   0 0.386
 10497  443.16 1462.85 99.999  9.999 20.898   0   0 9.999  380   0 0.401
 10498  524.13 1463.53 99.999  9.999 20.403   0   0 9.999  390   0 0.264
 10499  534.00 1470.29 99.999  9.999 20.463   0   0 9.999  388   0 0.272
 10500  241.67 1468.05 99.999  9.999 20.128   0   0 9.999  389   1 0.205
 10501  529.60 1467.47 99.999  9.999 20.962   0   0 9.999  375   0 0.397
 10502  298.96 1468.90 99.999  9.999 20.833   0   0 9.999  389   0 0.367
 10503  378.28 1469.92 99.999  9.999 20.625   0   0 9.999  391   0 0.306
 10504  421.70 1468.86 99.999  9.999 21.134   0   0 9.999  369   1 0.446
 10505  465.85 1469.41 99.999  9.999 20.395   0   0 9.999  400   0 0.253
 10507  197.03 1470.34 99.999  9.999 20.682   0   0 9.999  381   0 0.332
 10508  482.44 1471.25 99.999  9.999 20.664   0   0 9.999  382   0 0.306
 10509  501.74 1471.27 99.999  9.999 20.456   0   0 9.999  399   0 0.312
 10511  148.05 1474.47 99.999  9.999 20.740   0   0 9.999  332   0 0.338
 10512  167.77 1472.84 99.999  9.999 20.958   0   0 9.999  350   0 0.468
 10513  226.06 1475.64 99.999  9.999 20.947   0   0 9.999  374   0 0.408
 10514  398.87 1474.50 99.999  9.999 21.024   0   0 9.999  378   0 0.444
 10515  330.16 1476.54 99.999  9.999 20.874   0   0 9.999  384   0 0.350
 10516  537.33 1478.43 99.999  9.999 20.588   0   0 9.999  389   0 0.275
 10517  277.61 1478.73 99.999  9.999 21.512   0   0 9.999  338   0 0.547
 10518  389.13 1479.16 99.999  9.999 20.865   0   0 9.999  383   1 0.401
 10519  397.71 1478.95 99.999  9.999 21.010   0   0 9.999  376   0 0.444
 10520  427.21 1478.49 99.999  9.999 21.035   0   0 9.999  370   0 0.387
 10521  356.86 1480.64 99.999  9.999 20.780   0   0 9.999  382   0 0.336
 10522  365.48 1480.86 99.999  9.999 20.983   0   0 9.999  373   1 0.434
 10523  177.76 1484.67 99.999  9.999 20.835   0   0 9.999  365   0 0.384
 10524  337.60 1484.06 99.999  9.999 20.691   0   0 9.999  386   1 0.305
 10525  469.24 1483.59 99.999  9.999 20.536   0   0 9.999  383   0 0.281
 10526  536.69 1483.30 99.999  9.999 20.545   0   0 9.999  385   0 0.280
 10527  529.29 1484.85 99.999  9.999 20.634   0   0 9.999  391   0 0.312
 10528  129.54 1486.11 99.999  9.999 20.901   0   0 9.999  307   0 0.406
 10529  330.62 1486.10 99.999  9.999 20.521   0   0 9.999  390   0 0.301
 10530  174.86 1488.89 99.999  9.999 20.432   0   0 9.999  369   0 0.261
 10531  181.75 1489.17 99.999  9.999 20.427   0   0 9.999  362   1 0.284
 10532  179.62 1495.42 99.999  9.999 20.608   0   0 9.999  369   0 0.337
 10533  397.43 1495.16 99.999  9.999 20.730   0   0 9.999  386   1 0.341
 10535  131.65 1499.14 99.999  9.999 20.464   0   0 9.999  322   0 0.269
 10536  406.15 1499.11 99.999  9.999 20.396   0   0 9.999  393   3 0.257
 10537  195.70 1500.43 99.999  9.999 20.231   0   0 9.999  382   0 0.283
 10538  270.99 1501.03 99.999  9.999 20.271   0   0 9.999  393   0 0.228
 10539  438.07 1501.65 99.999  9.999 20.562   0   0 9.999  393   0 0.287
 10540  276.77 1501.55 99.999  9.999 20.565   0   0 9.999  388   0 0.289
 10541  325.70 1503.05 99.999  9.999 20.724   0   0 9.999  372   2 0.325
 10544  148.81 1506.67 99.999  9.999 20.437   0   0 9.999  338   0 0.304
 10545  328.74 1508.42 99.999  9.999 20.331   0   0 9.999  381   0 0.353
 10546  176.37 1504.95 99.999  9.999 21.200   0   0 9.999  339   0 0.515
 10547  515.06 1505.44 99.999  9.999 20.741   0   0 9.999  380   0 0.334
 10548  207.69 1507.17 99.999  9.999 20.707   0   0 9.999  368   0 0.334
 10549  499.11 1508.83 99.999  9.999 20.616   0   0 9.999  385   1 0.345
 10551  527.67 1509.69 99.999  9.999 20.756   0   0 9.999  385   0 0.362
 10553  186.66 1512.89 99.999  9.999 20.518   0   0 9.999  372   0 0.288
 10554  205.94 1513.81 99.999  9.999 20.499   0   0 9.999  384   0 0.307
 10555  263.09 1515.76 99.999  9.999 20.554   0   0 9.999  380   1 0.263
 10556  367.16 1515.66 99.999  9.999 20.129   0   0 9.999  390   2 0.211
 34276  576.61 1118.02 18.863  2.793 16.070  22   0 0.022  347   1 0.019
 34422  566.63 1080.33 19.531  2.951 16.580  22   0 0.040  346   2 0.019
 34425  551.15 1098.00 19.542  2.809 16.733  22   0 0.051  346   2 0.019
 34563  556.45 1057.96 19.944  2.001 17.942  22   0 0.062  344   1 0.045
 34877  581.43 1073.43 21.005  2.629 18.376  22   0 0.125  346   0 0.055
 34882  550.56 1083.83 21.274  2.903 18.371  22   0 0.191  343   1 0.060
 34884  560.23 1088.40 21.092  2.693 18.399  22   0 0.115  345   0 0.054
 34891  578.11 1097.98 20.810  2.472 18.338  21   0 0.072  345   0 0.047
 34910  582.88 1118.98 21.180  2.304 18.876  23   0 0.201  345   0 0.105
 34953  584.71 1078.65 21.778  2.548 19.229  21   0 0.170  342   0 0.124
 34959  565.11 1122.08 99.999  9.999 19.798   0   0 9.999  342   1 0.177
 35917  568.60 1068.99 21.723  2.513 19.210  21   0 0.253  342   0 0.109
 35924  580.35 1069.60 99.999  9.999 19.659   0   0 9.999  343   0 0.159
 35944  561.58 1081.75 21.579  2.233 19.347  21   1 0.220  345   0 0.140
 35945  571.97 1082.01 99.999  9.999 19.698   0   0 9.999  348   0 0.194
 35947  578.40 1081.61 99.999  9.999 20.007   0   0 9.999  339   0 0.221
 35954  586.52 1085.92 22.064  2.694 19.370  21   0 0.324  342   2 0.114
 35958  552.28 1090.15 21.341  2.562 18.779  21   0 0.134  343   2 0.077
 35977  571.49 1100.63 22.164  2.840 19.324  22   0 0.332  345   0 0.117
 35991  565.76 1105.14 99.999  9.999 19.546   0   0 9.999  343   0 0.134
 36002  550.34 1114.09 21.934  2.498 19.436  21   0 0.332  343   0 0.132
 36003  571.03 1113.08 21.518  1.853 19.666  21   0 0.169  342   0 0.194
 36004  574.91 1114.11 99.999  9.999 19.163   0   0 9.999  345   1 0.161
 36021  553.96 1122.50 21.784  2.579 19.204  22   0 0.340  343   1 0.105
 37770  579.29 1060.67 99.999  9.999 19.742   0   0 9.999  345   0 0.165
 37776  562.01 1064.21 99.999  9.999 20.067   0   0 9.999  339   0 0.214
 37785  550.30 1064.00 99.999  9.999 20.117   0   0 9.999  335   0 0.276
 37811  572.08 1073.49 99.999  9.999 20.691   0   0 9.999  330   0 0.396
 37822  579.75 1076.09 99.999  9.999 20.281   0   0 9.999  339   0 0.313
 37854  577.33 1085.98 99.999  9.999 19.792   0   0 9.999  343   0 0.195
 37894  560.63 1096.22 99.999  9.999 19.562   0   0 9.999  343   1 0.154
 37939  558.16 1109.34 99.999  9.999 21.070   0   0 9.999  318   0 0.448
 37960  565.37 1115.88 99.999  9.999 19.829   0   0 9.999  343   1 0.164
 37967  551.88 1117.58 99.999  9.999 20.340   0   0 9.999  337   0 0.296
 38661  562.32 1060.19 99.999  9.999 20.828   0   0 9.999  317   0 0.402
 38671  575.23 1066.63 99.999  9.999 20.779   0   0 9.999  328   0 0.428
 38699  585.32 1089.39 99.999  9.999 20.189   0   0 9.999  340   0 0.248
 38710  574.26 1094.90 99.999  9.999 20.783   0   0 9.999  335   0 0.445
 38724  578.40 1105.55 99.999  9.999 21.191   0   0 9.999  302   0 0.530
 38731  571.65 1109.15 99.999  9.999 20.967   0   0 9.999  311   0 0.450
 38777  562.57 1373.52 18.641  3.367 15.274  22   0 0.020  402   1 0.007
 38781  573.99 1478.25 18.302  3.243 15.059  23   0 0.013  402   1 0.006
 38790  571.51 1152.65 18.572  2.911 15.661  22   0 0.023  402   1 0.010
 38810  579.84 1321.32 18.654  3.153 15.501  22   0 0.025  403   0 0.007
 38811  569.86 1329.31 19.112  2.883 16.229  22   0 0.024  401   1 0.011
 38821  584.22 1403.62 17.579  1.839 15.740  23   0 0.014  403   0 0.007
 38860  576.84 1163.87 19.651  2.822 16.829  22   0 0.044  401   1 0.014
 38863  563.56 1176.85 19.613  2.972 16.640  22   0 0.044  400   1 0.014
 38866  567.16 1189.05 19.128  2.790 16.338  22   0 0.026  401   1 0.012
 38895  551.92 1317.12 19.264  2.573 16.691  21   1 0.023  401   1 0.014
 38898  586.24 1320.82 19.140  2.805 16.335  22   0 0.037  403   0 0.021
 38901  568.23 1323.17 19.373  2.484 16.889  22   0 0.027  401   1 0.016
 38908  579.69 1335.81 19.653  2.786 16.867  22   0 0.027  402   0 0.015
 38923  579.12 1410.95 19.159  2.616 16.543  22   0 0.033  402   0 0.011
 38927  584.20 1424.50 19.241  2.487 16.754  22   0 0.031  401   1 0.013
 39000  562.31 1321.93 20.921  1.846 19.075  22   0 0.164  397   2 0.091
 39012  558.17 1152.80 20.203  2.288 17.915  22   0 0.054  400   1 0.034
 39076  562.25 1412.72 19.475  2.155 17.320  22   0 0.052  400   1 0.021
 39088  566.49 1462.34 19.867  2.317 17.550  22   0 0.045  397   4 0.024
 39170  558.02 1417.87 21.167  2.581 18.586  22   0 0.175  397   2 0.051
 39193  552.53 1151.96 21.004  2.652 18.352  22   0 0.116  400   0 0.053
 39200  583.17 1161.44 21.007  2.854 18.153  22   0 0.229  399   0 0.042
 39204  570.71 1168.05 21.086  2.369 18.717  21   0 0.134  398   1 0.066
 39210  571.54 1173.35 21.162  2.437 18.725  22   0 0.152  397   1 0.062
 39214  577.64 1182.46 20.841  2.778 18.064  22   0 0.139  400   1 0.037
 39231  572.10 1207.60 21.357  2.514 18.843  21   0 0.251  394   1 0.058
 39238  566.31 1221.66 20.930  2.774 18.156  22   0 0.111  397   3 0.036
 39248  583.17 1237.59 21.340  2.628 18.711  22   0 0.166  398   1 0.057
 39250  570.49 1239.53 21.264  2.611 18.653  22   0 0.151  398   1 0.054
 39262  569.72 1274.72 21.098  2.677 18.420  23   0 0.229  398   1 0.051
 39286  559.29 1312.89 21.528  2.861 18.667  22   0 0.212  399   0 0.056
 39329  563.84 1380.12 21.167  2.253 18.914  22   0 0.192  396   3 0.080
 39338  575.83 1394.05 20.654  2.545 18.109  22   0 0.096  399   0 0.038
 39339  583.45 1395.18 21.230  2.374 18.856  22   0 0.089  399   0 0.079
 39344  552.66 1404.01 21.127  2.911 18.216  20   0 0.108  399   0 0.040
 39363  558.65 1423.01 21.459  2.720 18.739  22   0 0.202  397   0 0.061
 39383  563.73 1456.14 20.729  2.707 18.023  22   0 0.084  396   2 0.033
 39393  553.57 1472.99 20.924  2.709 18.214  22   0 0.092  398   1 0.040
 39404  564.63 1484.06 20.952  2.843 18.109  22   0 0.121  399   1 0.040
 39522  562.19 1414.98 99.999  9.999 18.680   0   0 9.999  399   1 0.069
 39534  573.14 1272.59 21.830  2.495 19.335  21   0 0.299  397   2 0.103
 39547  567.10 1380.90 99.999  9.999 20.500   0   0 9.999  386   0 0.303
 39575  561.86 1124.19 21.313  2.454 18.859  22   0 0.172  399   0 0.076
 39605  568.14 1142.75 21.511  2.267 19.244  23   0 0.223  395   2 0.114
 39619  581.09 1149.45 21.529  2.595 18.934  20   1 0.162  398   0 0.081
 39623  562.43 1151.57 99.999  9.999 19.695   0   0 9.999  396   0 0.175
 39702  572.83 1188.24 99.999  9.999 20.069   0   0 9.999  388   1 0.231
 39722  571.82 1199.75 99.999  9.999 19.847   0   0 9.999  393   0 0.161
 39727  565.75 1202.04 99.999  9.999 19.506   0   0 9.999  394   1 0.130
